genes	weight
KLK7	0.103760451078
GSDMC	0.103411726654
GGT6	0.103237733245
CAPN9	0.103223145008
CACNG7	0.103164575994
TMEM90B	0.102891616523
SFTA1P	0.102262631059
SLC22A6	0.10207773
DSC1	0.101914010942
WFDC5	0.101772256196
ZIC2	0.10160112381000001
FAM181A	0.101369254291
SST	0.10134550184
CAPSL	0.101210035384
ANXA13	0.101131163538
HOTAIR	0.10109343379699999
UGT2B15	0.10104933381100001
NETO1	0.10028530657299999
DSG3	0.10018905997300001
PADI3	0.10002429783299999
MMP8	0.0998920127749
KRT9	0.09985835850239999
KRT16	0.09963810443880002
SPERT	0.0990375354886
CCL7	0.09902191162110001
PDX1	0.09877140074969999
FXYD4	0.0987671986222
LGALS7	0.09829746186730001
IL20	0.0977209210396
UCA1	0.09736086428169999
ITGB6	0.09710349887610001
C2orf70	0.0968922078609
GREM1	0.0965575128794
TNFSF11	0.09628897905349999
CAPN8	0.0958252623677
UGT2B4	0.0955373942852
RAET1L	0.09540744870899999
BARX2	0.09534648805859999
C20orf114	0.09530351310969999
AKR1B10	0.0950017422438
LHX1	0.0949680954218
CDK5R2	0.09487311542030001
COL29A1	0.094746209681
SFTA2	0.0945591703057
SCGB3A2	0.0944883599877
SFTPA1	0.0942341461778
UGT1A1	0.0941115766764
SERPINB3	0.093811146915
NKX6-1	0.0937901362777
PRSS33	0.0936854109168
FGFBP1	0.09365753084419999
PSAPL1	0.0931065306067
PTPRN	0.09306008368730001
ISX	0.0927167907357
GPR115	0.09257511794569999
MOGAT3	0.0925659239292
NOX4	0.0925396084785
CAPN13	0.09247101843360002
IRX4	0.09234404563899999
APCS	0.0919798761606
SYT8	0.0917398929596
INHBA	0.0917065963149
