genes	weight
KLHL32	0.025509274313387485
ZDHHC15	0.02550816521860396
REEP2	0.02550392092275193
SOBP	0.025458610288058472
MT3	0.02543416107067785
PEG3	0.025433928153137532
GRIK2	0.025415478727318086
MAP2	0.025405363550815
NECAB1	0.025403509469199816
NACAD	0.025402824145840292
SH3GL2	0.025394653638990995
SOX8	0.025393309099681585
MOBP	0.02535251000116721
GALNTL1	0.02535221796300896
SYT4	0.02533711024898308
SLC45A1	0.025311306522483257
LRRTM2	0.02530350663338131
TCEAL7	0.025256670789489292
CTNND2	0.0252308459787644
LRRC4C	0.02522608858706984
SLC8A3	0.025224410373441728
RALYL	0.02521736292430567
PCDH11X	0.02520278597426469
LRRN3	0.0251950884188156
SVOP	0.025193683924470068
FLRT1	0.025164461175506084
NLGN1	0.02516164032330407
WASF3	0.025140781085655244
GRID1	0.025116317825723367
CHD5	0.02511417838220321
TMEM132E	0.025105749503128504
SLITRK2	0.025095457810394912
ELAVL4	0.02509251995156651
SCN3A	0.025078400848659584
GRIA3	0.02506755696790276
FAM123C	0.02505156989107996
ATP2B3	0.02503318643611591
PCDH15	0.025026280019708285
ATRNL1	0.024980267195316496
MAP1B	0.024965658843698155
LHFPL4	0.02495208030101911
LIX1	0.02492415672755221
DSCAML1	0.02485940533115733
RAB39B	0.024852238808701074
C18orf16	0.024835428950885526
PABPC5	0.02482536936616621
GRIK3	0.024824745288649232
NXPH1	0.024805408226695615
GNAZ	0.02480496975844415
PNMAL2	0.024802215592329317
EFR3B	0.024771015547220058
TRIM9	0.024752752813950857
TMEM151B	0.02474369328108256
APC2	0.02470050650134989
HFM1	0.02467642771983902
JAM2	0.024646123123287653
SV2A	0.02463466492025789
KCNA6	0.02462563403703289
TRO	0.02461687238158164
RGS7	0.024583021397309727
CNKSR2	0.024565755394392208
TAGLN3	0.02450241061910459
FAM57B	0.02447909042774913
MAG	0.024477325063347738
STX1B	0.02447710637718422
RIC3	0.02442621546672988
TMEM178	0.024425448835980468
MEGF11	0.024402609823220643
POU3F2	0.024396049628779302
NRG3	0.024376413061677617
LRRTM4	0.02436983544327731
HPCAL4	0.02434139259564017
ZNF536	0.024325978241240796
GRIK5	0.024318022324245552
DMRTC1B	0.024294186803970958
PRRT2	0.024268855788626885
CELF3	0.024251241302599303
OMG	0.02423783459686781
P2RY12	0.024221542995236853
MYT1	0.02421093521387429
GLT25D2	0.024183986457628003
DNAJC6	0.02417122187211609
RASGEF1C	0.024140580809674617
RUNDC3A	0.024127651645495726
SLAIN1	0.024083990190953884
ZNF835	0.02408072208804221
PARK2	0.02404303617240407
C1orf61	0.024034769684406602
SNCB	0.024021093448960067
ENHO	0.024019663959195508
FAM110B	0.024018111456806025
A2BP1	0.024017330713646003
DAAM2	0.02398358431616635
CELF4	0.02396383957198366
ASTN2	0.02394069685547596
PNMAL1	0.02389784549257926
TMEM100	0.023857853453997574
DIRAS2	0.023829804291509573
SLC4A10	0.023814551082930187
LOC283174	0.02381229900710502
SLIT1	0.023806249329734342
C1orf114	0.023803225608595047
BCAN	0.023783004476709585
NBEA	0.0237734880114015
ADCY8	0.023761285982152082
IL17D	0.023754304967226633
PACRG	0.023732098321599688
ZNF853	0.02371496309475392
FAIM2	0.023712724846963462
DPY19L2P4	0.02370393060572254
MAPK4	0.023686415925876243
FAM181B	0.023663745725324526
SYN1	0.02363114597651844
UNC13A	0.023617303360603352
EDNRB	0.02361638847749161
DNER	0.02361469154920278
SLC1A2	0.023601517993785032
DSCAM	0.02359422478074941
TSPAN7	0.023575317019914787
CAMK2B	0.02356116186182544
TMOD1	0.023552436098757804
GPR173	0.02353589711346857
PHKG1	0.023515799494594397
GPM6B	0.023503994674967832
PDE8B	0.02350071831213685
CALY	0.02348517490541425
CNTNAP4	0.023483517218716204
NALCN	0.02346177514653056
NKAIN4	0.02346110504808436
C7orf52	0.023453465602553424
LOC150622	0.023442510510593
FBLL1	0.023434858791936575
AQP4	0.023427565478264592
C21orf62	0.023416864809475274
DBC1	0.02341481226193141
CPEB1	0.02338901928033801
FAM43B	0.023389008667041456
ACSBG1	0.02338295284082846
PIRT	0.023379052629795456
PALM	0.02337486444587797
PNMA2	0.02335528460655404
SYT3	0.023352070788910047
BRSK1	0.02334357271662882
PDE2A	0.023338833314864957
GAP43	0.023327149332971458
LONRF2	0.023324965096072462
PTPN5	0.02331928048094496
LOC100192378	0.023295680662578058
KIF1A	0.023283369704162275
SLITRK3	0.023279226844292386
CHRNB2	0.023258391463108395
C4orf39	0.02323820629271952
FAM171B	0.023227087234527332
C21orf34	0.0232047734709398
LRP1B	0.023154170296946143
CPE	0.023131920155989825
APLP1	0.023130465310198915
CAMKV	0.023113413039926745
ADCY2	0.02309645611308237
DACT3	0.023089544922350408
PHYHIP	0.02306186002194949
ARPP21	0.023059054143061312
SCN2B	0.023058333118135748
LPPR5	0.023045363058731585
KCNN2	0.023033356033506376
PRSS35	0.023029941403564118
MDGA2	0.023021197538630585
MYEF2	0.02300720872927173
ARC	0.023005185543242088
SLC25A18	0.022998886973725013
BAALC	0.022984355266079892
KCTD8	0.0229715143577486
IPW	0.02296655904632588
GAL3ST3	0.022963906954199868
