userId	geneSymbol	geneName	entrezgene	gLink
TUB	TUB	tubby bipartite transcription factor	7275	https://www.ncbi.nlm.nih.gov/gene/?term=7275
SLCO1C1	SLCO1C1	solute carrier organic anion transporter family member 1C1	53919	https://www.ncbi.nlm.nih.gov/gene/?term=53919
KCNC1	KCNC1	potassium voltage-gated channel subfamily C member 1	3746	https://www.ncbi.nlm.nih.gov/gene/?term=3746
LOC728392	LOC728392	uncharacterized LOC728392	728392	https://www.ncbi.nlm.nih.gov/gene/?term=728392
NCAN	NCAN	neurocan	1463	https://www.ncbi.nlm.nih.gov/gene/?term=1463
DDX25	DDX25	DEAD-box helicase 25	29118	https://www.ncbi.nlm.nih.gov/gene/?term=29118
SRRM4	SRRM4	serine/arginine repetitive matrix 4	84530	https://www.ncbi.nlm.nih.gov/gene/?term=84530
ANK2	ANK2	ankyrin 2	287	https://www.ncbi.nlm.nih.gov/gene/?term=287
GPR162	GPR162	G protein-coupled receptor 162	27239	https://www.ncbi.nlm.nih.gov/gene/?term=27239
NOVA1	NOVA1	NOVA alternative splicing regulator 1	4857	https://www.ncbi.nlm.nih.gov/gene/?term=4857
ANKS1B	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B	56899	https://www.ncbi.nlm.nih.gov/gene/?term=56899
NCAM1	NCAM1	neural cell adhesion molecule 1	4684	https://www.ncbi.nlm.nih.gov/gene/?term=4684
RND2	RND2	Rho family GTPase 2	8153	https://www.ncbi.nlm.nih.gov/gene/?term=8153
GNG7	GNG7	G protein subunit gamma 7	2788	https://www.ncbi.nlm.nih.gov/gene/?term=2788
BTBD17	BTBD17	BTB domain containing 17	388419	https://www.ncbi.nlm.nih.gov/gene/?term=388419
GRIA4	GRIA4	glutamate ionotropic receptor AMPA type subunit 4	2893	https://www.ncbi.nlm.nih.gov/gene/?term=2893
SPTBN4	SPTBN4	spectrin beta, non-erythrocytic 4	57731	https://www.ncbi.nlm.nih.gov/gene/?term=57731
GPR17	GPR17	G protein-coupled receptor 17	2840	https://www.ncbi.nlm.nih.gov/gene/?term=2840
COL20A1	COL20A1	collagen type XX alpha 1 chain	57642	https://www.ncbi.nlm.nih.gov/gene/?term=57642
SNAP25	SNAP25	synaptosome associated protein 25	6616	https://www.ncbi.nlm.nih.gov/gene/?term=6616
PMP2	PMP2	peripheral myelin protein 2	5375	https://www.ncbi.nlm.nih.gov/gene/?term=5375
CADM2	CADM2	cell adhesion molecule 2	253559	https://www.ncbi.nlm.nih.gov/gene/?term=253559
CEND1	CEND1	cell cycle exit and neuronal differentiation 1	51286	https://www.ncbi.nlm.nih.gov/gene/?term=51286
LRRC4B	LRRC4B	leucine rich repeat containing 4B	94030	https://www.ncbi.nlm.nih.gov/gene/?term=94030
NRXN2	NRXN2	neurexin 2	9379	https://www.ncbi.nlm.nih.gov/gene/?term=9379
SEZ6L	SEZ6L	seizure related 6 homolog like	23544	https://www.ncbi.nlm.nih.gov/gene/?term=23544
RPH3A	RPH3A	rabphilin 3A	22895	https://www.ncbi.nlm.nih.gov/gene/?term=22895
CNTN2	CNTN2	contactin 2	6900	https://www.ncbi.nlm.nih.gov/gene/?term=6900
CDH10	CDH10	cadherin 10	1008	https://www.ncbi.nlm.nih.gov/gene/?term=1008
SEZ6	SEZ6	seizure related 6 homolog	124925	https://www.ncbi.nlm.nih.gov/gene/?term=124925
RFX4	RFX4	regulatory factor X4	5992	https://www.ncbi.nlm.nih.gov/gene/?term=5992
DLG2	DLG2	discs large MAGUK scaffold protein 2	1740	https://www.ncbi.nlm.nih.gov/gene/?term=1740
MAP6	MAP6	microtubule associated protein 6	4135	https://www.ncbi.nlm.nih.gov/gene/?term=4135
TCEAL2	TCEAL2	transcription elongation factor A like 2	140597	https://www.ncbi.nlm.nih.gov/gene/?term=140597
PHF21B	PHF21B	PHD finger protein 21B	112885	https://www.ncbi.nlm.nih.gov/gene/?term=112885
FAM107A	FAM107A	family with sequence similarity 107 member A	11170	https://www.ncbi.nlm.nih.gov/gene/?term=11170
TMEM59L	TMEM59L	transmembrane protein 59 like	25789	https://www.ncbi.nlm.nih.gov/gene/?term=25789
GSG1L	GSG1L	GSG1 like	146395	https://www.ncbi.nlm.nih.gov/gene/?term=146395
GRIA2	GRIA2	glutamate ionotropic receptor AMPA type subunit 2	2891	https://www.ncbi.nlm.nih.gov/gene/?term=2891
SHISA7	SHISA7	shisa family member 7	729956	https://www.ncbi.nlm.nih.gov/gene/?term=729956
PURG	PURG	purine rich element binding protein G	29942	https://www.ncbi.nlm.nih.gov/gene/?term=29942
SCN3B	SCN3B	sodium voltage-gated channel beta subunit 3	55800	https://www.ncbi.nlm.nih.gov/gene/?term=55800
KCNB1	KCNB1	potassium voltage-gated channel subfamily B member 1	3745	https://www.ncbi.nlm.nih.gov/gene/?term=3745
SLC12A5	SLC12A5	solute carrier family 12 member 5	57468	https://www.ncbi.nlm.nih.gov/gene/?term=57468
DTNA	DTNA	dystrobrevin alpha	1837	https://www.ncbi.nlm.nih.gov/gene/?term=1837
NPAS3	NPAS3	neuronal PAS domain protein 3	64067	https://www.ncbi.nlm.nih.gov/gene/?term=64067
PCDH9	PCDH9	protocadherin 9	5101	https://www.ncbi.nlm.nih.gov/gene/?term=5101
MYT1L	MYT1L	myelin transcription factor 1 like	23040	https://www.ncbi.nlm.nih.gov/gene/?term=23040
NLGN3	NLGN3	neuroligin 3	54413	https://www.ncbi.nlm.nih.gov/gene/?term=54413
WDR17	WDR17	WD repeat domain 17	116966	https://www.ncbi.nlm.nih.gov/gene/?term=116966
RTN1	RTN1	reticulon 1	6252	https://www.ncbi.nlm.nih.gov/gene/?term=6252
KCNQ2	KCNQ2	potassium voltage-gated channel subfamily Q member 2	3785	https://www.ncbi.nlm.nih.gov/gene/?term=3785
ST8SIA3	ST8SIA3	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3	51046	https://www.ncbi.nlm.nih.gov/gene/?term=51046
RNF112	RNF112	ring finger protein 112	7732	https://www.ncbi.nlm.nih.gov/gene/?term=7732
GRIK4	GRIK4	glutamate ionotropic receptor kainate type subunit 4	2900	https://www.ncbi.nlm.nih.gov/gene/?term=2900
CTNNA2	CTNNA2	catenin alpha 2	1496	https://www.ncbi.nlm.nih.gov/gene/?term=1496
GPRASP1	GPRASP1	G protein-coupled receptor associated sorting protein 1	9737	https://www.ncbi.nlm.nih.gov/gene/?term=9737
LOC100128239	LOC100128239	uncharacterized LOC100128239	100128239	https://www.ncbi.nlm.nih.gov/gene/?term=100128239
CORO2B	CORO2B	coronin 2B	10391	https://www.ncbi.nlm.nih.gov/gene/?term=10391
PCDHGC4	PCDHGC4	protocadherin gamma subfamily C, 4	56098	https://www.ncbi.nlm.nih.gov/gene/?term=56098
PCDH10	PCDH10	protocadherin 10	57575	https://www.ncbi.nlm.nih.gov/gene/?term=57575
DUSP26	DUSP26	dual specificity phosphatase 26	78986	https://www.ncbi.nlm.nih.gov/gene/?term=78986
KIF5A	KIF5A	kinesin family member 5A	3798	https://www.ncbi.nlm.nih.gov/gene/?term=3798
WSCD1	WSCD1	WSC domain containing 1	23302	https://www.ncbi.nlm.nih.gov/gene/?term=23302
ELMOD1	ELMOD1	ELMO domain containing 1	55531	https://www.ncbi.nlm.nih.gov/gene/?term=55531
SORCS3	SORCS3	sortilin related VPS10 domain containing receptor 3	22986	https://www.ncbi.nlm.nih.gov/gene/?term=22986
MRO	MRO	maestro	83876	https://www.ncbi.nlm.nih.gov/gene/?term=83876
SNAP91	SNAP91	synaptosome associated protein 91	9892	https://www.ncbi.nlm.nih.gov/gene/?term=9892
SERP2	SERP2	stress associated endoplasmic reticulum protein family member 2	387923	https://www.ncbi.nlm.nih.gov/gene/?term=387923
PPM1E	PPM1E	protein phosphatase, Mg2+/Mn2+ dependent 1E	22843	https://www.ncbi.nlm.nih.gov/gene/?term=22843
MAPT	MAPT	microtubule associated protein tau	4137	https://www.ncbi.nlm.nih.gov/gene/?term=4137
SYT6	SYT6	synaptotagmin 6	148281	https://www.ncbi.nlm.nih.gov/gene/?term=148281
GDF1	GDF1	growth differentiation factor 1	2657	https://www.ncbi.nlm.nih.gov/gene/?term=2657
DCX	DCX	doublecortin	1641	https://www.ncbi.nlm.nih.gov/gene/?term=1641
FAM135B	FAM135B	family with sequence similarity 135 member B	51059	https://www.ncbi.nlm.nih.gov/gene/?term=51059
OLIG2	OLIG2	oligodendrocyte transcription factor 2	10215	https://www.ncbi.nlm.nih.gov/gene/?term=10215
MOG	MOG	myelin oligodendrocyte glycoprotein	4340	https://www.ncbi.nlm.nih.gov/gene/?term=4340
RAB6B	RAB6B	RAB6B, member RAS oncogene family	51560	https://www.ncbi.nlm.nih.gov/gene/?term=51560
PHYHIPL	PHYHIPL	phytanoyl-CoA 2-hydroxylase interacting protein like	84457	https://www.ncbi.nlm.nih.gov/gene/?term=84457
GRIA1	GRIA1	glutamate ionotropic receptor AMPA type subunit 1	2890	https://www.ncbi.nlm.nih.gov/gene/?term=2890
C16orf45	C16orf45	chromosome 16 open reading frame 45	89927	https://www.ncbi.nlm.nih.gov/gene/?term=89927
HEPACAM	HEPACAM	hepatic and glial cell adhesion molecule	220296	https://www.ncbi.nlm.nih.gov/gene/?term=220296
DGKB	DGKB	diacylglycerol kinase beta	1607	https://www.ncbi.nlm.nih.gov/gene/?term=1607
CRMP1	CRMP1	collapsin response mediator protein 1	1400	https://www.ncbi.nlm.nih.gov/gene/?term=1400
SCRG1	SCRG1	stimulator of chondrogenesis 1	11341	https://www.ncbi.nlm.nih.gov/gene/?term=11341
LGI1	LGI1	leucine rich glioma inactivated 1	9211	https://www.ncbi.nlm.nih.gov/gene/?term=9211
B3GAT1	B3GAT1	beta-1,3-glucuronyltransferase 1	27087	https://www.ncbi.nlm.nih.gov/gene/?term=27087
SPHKAP	SPHKAP	SPHK1 interactor, AKAP domain containing	80309	https://www.ncbi.nlm.nih.gov/gene/?term=80309
KIF5C	KIF5C	kinesin family member 5C	3800	https://www.ncbi.nlm.nih.gov/gene/?term=3800
SALL2	SALL2	spalt like transcription factor 2	6297	https://www.ncbi.nlm.nih.gov/gene/?term=6297
PLP1	PLP1	proteolipid protein 1	5354	https://www.ncbi.nlm.nih.gov/gene/?term=5354
CA10	CA10	carbonic anhydrase 10	56934	https://www.ncbi.nlm.nih.gov/gene/?term=56934
OPCML	OPCML	opioid binding protein/cell adhesion molecule like	4978	https://www.ncbi.nlm.nih.gov/gene/?term=4978
HEPN1	HEPN1	hepatocellular carcinoma, down-regulated 1	641654	https://www.ncbi.nlm.nih.gov/gene/?term=641654
AKAP6	AKAP6	A-kinase anchoring protein 6	9472	https://www.ncbi.nlm.nih.gov/gene/?term=9472
CDH20	CDH20	cadherin 20	28316	https://www.ncbi.nlm.nih.gov/gene/?term=28316
NRXN1	NRXN1	neurexin 1	9378	https://www.ncbi.nlm.nih.gov/gene/?term=9378
LRRC3B	LRRC3B	leucine rich repeat containing 3B	116135	https://www.ncbi.nlm.nih.gov/gene/?term=116135
MSTN	MSTN	myostatin	2660	https://www.ncbi.nlm.nih.gov/gene/?term=2660
MAP1A	MAP1A	microtubule associated protein 1A	4130	https://www.ncbi.nlm.nih.gov/gene/?term=4130
PPFIA2	PPFIA2	PTPRF interacting protein alpha 2	8499	https://www.ncbi.nlm.nih.gov/gene/?term=8499
NOL4	NOL4	nucleolar protein 4	8715	https://www.ncbi.nlm.nih.gov/gene/?term=8715
SLITRK1	SLITRK1	SLIT and NTRK like family member 1	114798	https://www.ncbi.nlm.nih.gov/gene/?term=114798
GNAO1	GNAO1	G protein subunit alpha o1	2775	https://www.ncbi.nlm.nih.gov/gene/?term=2775
DPYSL5	DPYSL5	dihydropyrimidinase like 5	56896	https://www.ncbi.nlm.nih.gov/gene/?term=56896
OLIG1	OLIG1	oligodendrocyte transcription factor 1	116448	https://www.ncbi.nlm.nih.gov/gene/?term=116448
RNF180	RNF180	ring finger protein 180	285671	https://www.ncbi.nlm.nih.gov/gene/?term=285671
KLHL32	KLHL32	kelch like family member 32	114792	https://www.ncbi.nlm.nih.gov/gene/?term=114792
ZDHHC15	ZDHHC15	zinc finger DHHC-type containing 15	158866	https://www.ncbi.nlm.nih.gov/gene/?term=158866
REEP2	REEP2	receptor accessory protein 2	51308	https://www.ncbi.nlm.nih.gov/gene/?term=51308
SOBP	SOBP	sine oculis binding protein homolog	55084	https://www.ncbi.nlm.nih.gov/gene/?term=55084
MT3	MT3	metallothionein 3	4504	https://www.ncbi.nlm.nih.gov/gene/?term=4504
PEG3	PEG3	paternally expressed 3	5178	https://www.ncbi.nlm.nih.gov/gene/?term=5178
GRIK2	GRIK2	glutamate ionotropic receptor kainate type subunit 2	2898	https://www.ncbi.nlm.nih.gov/gene/?term=2898
MAP2	MAP2	microtubule associated protein 2	4133	https://www.ncbi.nlm.nih.gov/gene/?term=4133
NECAB1	NECAB1	N-terminal EF-hand calcium binding protein 1	64168	https://www.ncbi.nlm.nih.gov/gene/?term=64168
NACAD	NACAD	NAC alpha domain containing	23148	https://www.ncbi.nlm.nih.gov/gene/?term=23148
SH3GL2	SH3GL2	SH3 domain containing GRB2 like 2, endophilin A1	6456	https://www.ncbi.nlm.nih.gov/gene/?term=6456
SOX8	SOX8	SRY-box 8	30812	https://www.ncbi.nlm.nih.gov/gene/?term=30812
MOBP	MOBP	myelin-associated oligodendrocyte basic protein	4336	https://www.ncbi.nlm.nih.gov/gene/?term=4336
SYT4	SYT4	synaptotagmin 4	6860	https://www.ncbi.nlm.nih.gov/gene/?term=6860
SLC45A1	SLC45A1	solute carrier family 45 member 1	50651	https://www.ncbi.nlm.nih.gov/gene/?term=50651
LRRTM2	LRRTM2	leucine rich repeat transmembrane neuronal 2	26045	https://www.ncbi.nlm.nih.gov/gene/?term=26045
TCEAL7	TCEAL7	transcription elongation factor A like 7	56849	https://www.ncbi.nlm.nih.gov/gene/?term=56849
CTNND2	CTNND2	catenin delta 2	1501	https://www.ncbi.nlm.nih.gov/gene/?term=1501
LRRC4C	LRRC4C	leucine rich repeat containing 4C	57689	https://www.ncbi.nlm.nih.gov/gene/?term=57689
SLC8A3	SLC8A3	solute carrier family 8 member A3	6547	https://www.ncbi.nlm.nih.gov/gene/?term=6547
RALYL	RALYL	RALY RNA binding protein like	138046	https://www.ncbi.nlm.nih.gov/gene/?term=138046
PCDH11X	PCDH11X	protocadherin 11 X-linked	27328	https://www.ncbi.nlm.nih.gov/gene/?term=27328
LRRN3	LRRN3	leucine rich repeat neuronal 3	54674	https://www.ncbi.nlm.nih.gov/gene/?term=54674
SVOP	SVOP	SV2 related protein	55530	https://www.ncbi.nlm.nih.gov/gene/?term=55530
FLRT1	FLRT1	fibronectin leucine rich transmembrane protein 1	23769	https://www.ncbi.nlm.nih.gov/gene/?term=23769
NLGN1	NLGN1	neuroligin 1	22871	https://www.ncbi.nlm.nih.gov/gene/?term=22871
WASF3	WASF3	WAS protein family member 3	10810	https://www.ncbi.nlm.nih.gov/gene/?term=10810
GRID1	GRID1	glutamate ionotropic receptor delta type subunit 1	2894	https://www.ncbi.nlm.nih.gov/gene/?term=2894
CHD5	CHD5	chromodomain helicase DNA binding protein 5	26038	https://www.ncbi.nlm.nih.gov/gene/?term=26038
TMEM132E	TMEM132E	transmembrane protein 132E	124842	https://www.ncbi.nlm.nih.gov/gene/?term=124842
SLITRK2	SLITRK2	SLIT and NTRK like family member 2	84631	https://www.ncbi.nlm.nih.gov/gene/?term=84631
ELAVL4	ELAVL4	ELAV like RNA binding protein 4	1996	https://www.ncbi.nlm.nih.gov/gene/?term=1996
SCN3A	SCN3A	sodium voltage-gated channel alpha subunit 3	6328	https://www.ncbi.nlm.nih.gov/gene/?term=6328
GRIA3	GRIA3	glutamate ionotropic receptor AMPA type subunit 3	2892	https://www.ncbi.nlm.nih.gov/gene/?term=2892
ATP2B3	ATP2B3	ATPase plasma membrane Ca2+ transporting 3	492	https://www.ncbi.nlm.nih.gov/gene/?term=492
PCDH15	PCDH15	protocadherin related 15	65217	https://www.ncbi.nlm.nih.gov/gene/?term=65217
ATRNL1	ATRNL1	attractin like 1	26033	https://www.ncbi.nlm.nih.gov/gene/?term=26033
MAP1B	MAP1B	microtubule associated protein 1B	4131	https://www.ncbi.nlm.nih.gov/gene/?term=4131
LHFPL4	LHFPL4	LHFPL tetraspan subfamily member 4	375323	https://www.ncbi.nlm.nih.gov/gene/?term=375323
LIX1	LIX1	limb and CNS expressed 1	167410	https://www.ncbi.nlm.nih.gov/gene/?term=167410
DSCAML1	DSCAML1	DS cell adhesion molecule like 1	57453	https://www.ncbi.nlm.nih.gov/gene/?term=57453
RAB39B	RAB39B	RAB39B, member RAS oncogene family	116442	https://www.ncbi.nlm.nih.gov/gene/?term=116442
PABPC5	PABPC5	poly(A) binding protein cytoplasmic 5	140886	https://www.ncbi.nlm.nih.gov/gene/?term=140886
GRIK3	GRIK3	glutamate ionotropic receptor kainate type subunit 3	2899	https://www.ncbi.nlm.nih.gov/gene/?term=2899
NXPH1	NXPH1	neurexophilin 1	30010	https://www.ncbi.nlm.nih.gov/gene/?term=30010
GNAZ	GNAZ	G protein subunit alpha z	2781	https://www.ncbi.nlm.nih.gov/gene/?term=2781
EFR3B	EFR3B	EFR3 homolog B	22979	https://www.ncbi.nlm.nih.gov/gene/?term=22979
TRIM9	TRIM9	tripartite motif containing 9	114088	https://www.ncbi.nlm.nih.gov/gene/?term=114088
TMEM151B	TMEM151B	transmembrane protein 151B	441151	https://www.ncbi.nlm.nih.gov/gene/?term=441151
APC2	APC2	APC2, WNT signaling pathway regulator	10297	https://www.ncbi.nlm.nih.gov/gene/?term=10297
HFM1	HFM1	HFM1, ATP dependent DNA helicase homolog	164045	https://www.ncbi.nlm.nih.gov/gene/?term=164045
JAM2	JAM2	junctional adhesion molecule 2	58494	https://www.ncbi.nlm.nih.gov/gene/?term=58494
SV2A	SV2A	synaptic vesicle glycoprotein 2A	9900	https://www.ncbi.nlm.nih.gov/gene/?term=9900
KCNA6	KCNA6	potassium voltage-gated channel subfamily A member 6	3742	https://www.ncbi.nlm.nih.gov/gene/?term=3742
TRO	TRO	trophinin	7216	https://www.ncbi.nlm.nih.gov/gene/?term=7216
RGS7	RGS7	regulator of G protein signaling 7	6000	https://www.ncbi.nlm.nih.gov/gene/?term=6000
CNKSR2	CNKSR2	connector enhancer of kinase suppressor of Ras 2	22866	https://www.ncbi.nlm.nih.gov/gene/?term=22866
TAGLN3	TAGLN3	transgelin 3	29114	https://www.ncbi.nlm.nih.gov/gene/?term=29114
FAM57B	FAM57B	family with sequence similarity 57 member B	83723	https://www.ncbi.nlm.nih.gov/gene/?term=83723
MAG	MAG	myelin associated glycoprotein	4099	https://www.ncbi.nlm.nih.gov/gene/?term=4099
STX1B	STX1B	syntaxin 1B	112755	https://www.ncbi.nlm.nih.gov/gene/?term=112755
RIC3	RIC3	RIC3 acetylcholine receptor chaperone	79608	https://www.ncbi.nlm.nih.gov/gene/?term=79608
MEGF11	MEGF11	multiple EGF like domains 11	84465	https://www.ncbi.nlm.nih.gov/gene/?term=84465
POU3F2	POU3F2	POU class 3 homeobox 2	5454	https://www.ncbi.nlm.nih.gov/gene/?term=5454
NRG3	NRG3	neuregulin 3	10718	https://www.ncbi.nlm.nih.gov/gene/?term=10718
LRRTM4	LRRTM4	leucine rich repeat transmembrane neuronal 4	80059	https://www.ncbi.nlm.nih.gov/gene/?term=80059
HPCAL4	HPCAL4	hippocalcin like 4	51440	https://www.ncbi.nlm.nih.gov/gene/?term=51440
ZNF536	ZNF536	zinc finger protein 536	9745	https://www.ncbi.nlm.nih.gov/gene/?term=9745
GRIK5	GRIK5	glutamate ionotropic receptor kainate type subunit 5	2901	https://www.ncbi.nlm.nih.gov/gene/?term=2901
DMRTC1B	DMRTC1B	DMRT like family C1B	728656	https://www.ncbi.nlm.nih.gov/gene/?term=728656
PRRT2	PRRT2	proline rich transmembrane protein 2	112476	https://www.ncbi.nlm.nih.gov/gene/?term=112476
CELF3	CELF3	CUGBP Elav-like family member 3	11189	https://www.ncbi.nlm.nih.gov/gene/?term=11189
OMG	OMG	oligodendrocyte myelin glycoprotein	4974	https://www.ncbi.nlm.nih.gov/gene/?term=4974
P2RY12	P2RY12	purinergic receptor P2Y12	64805	https://www.ncbi.nlm.nih.gov/gene/?term=64805
MYT1	MYT1	myelin transcription factor 1	4661	https://www.ncbi.nlm.nih.gov/gene/?term=4661
DNAJC6	DNAJC6	DnaJ heat shock protein family (Hsp40) member C6	9829	https://www.ncbi.nlm.nih.gov/gene/?term=9829
RASGEF1C	RASGEF1C	RasGEF domain family member 1C	255426	https://www.ncbi.nlm.nih.gov/gene/?term=255426
RUNDC3A	RUNDC3A	RUN domain containing 3A	10900	https://www.ncbi.nlm.nih.gov/gene/?term=10900
SLAIN1	SLAIN1	SLAIN motif family member 1	122060	https://www.ncbi.nlm.nih.gov/gene/?term=122060
ZNF835	ZNF835	zinc finger protein 835	90485	https://www.ncbi.nlm.nih.gov/gene/?term=90485
C1orf61	C1orf61	chromosome 1 open reading frame 61	10485	https://www.ncbi.nlm.nih.gov/gene/?term=10485
SNCB	SNCB	synuclein beta	6620	https://www.ncbi.nlm.nih.gov/gene/?term=6620
ENHO	ENHO	energy homeostasis associated	375704	https://www.ncbi.nlm.nih.gov/gene/?term=375704
FAM110B	FAM110B	family with sequence similarity 110 member B	90362	https://www.ncbi.nlm.nih.gov/gene/?term=90362
DAAM2	DAAM2	dishevelled associated activator of morphogenesis 2	23500	https://www.ncbi.nlm.nih.gov/gene/?term=23500
CELF4	CELF4	CUGBP Elav-like family member 4	56853	https://www.ncbi.nlm.nih.gov/gene/?term=56853
ASTN2	ASTN2	astrotactin 2	23245	https://www.ncbi.nlm.nih.gov/gene/?term=23245
TMEM100	TMEM100	transmembrane protein 100	55273	https://www.ncbi.nlm.nih.gov/gene/?term=55273
DIRAS2	DIRAS2	DIRAS family GTPase 2	54769	https://www.ncbi.nlm.nih.gov/gene/?term=54769
SLC4A10	SLC4A10	solute carrier family 4 member 10	57282	https://www.ncbi.nlm.nih.gov/gene/?term=57282
SLIT1	SLIT1	slit guidance ligand 1	6585	https://www.ncbi.nlm.nih.gov/gene/?term=6585
BCAN	BCAN	brevican	63827	https://www.ncbi.nlm.nih.gov/gene/?term=63827
NBEA	NBEA	neurobeachin	26960	https://www.ncbi.nlm.nih.gov/gene/?term=26960
