geneset	description	link	C	O	E	R	PValue	FDR	overlapGene	OverlapGene_UserID
GO:0098542	defense response to other organism	http://amigo.geneontology.org/amigo/term/GO:0098542	104	10	1.26766169154229	7.88854003139717	3.08084579625501e-07	0.000163396857957743	925;1401;2244;3273;3458;3627;4283;5551;9447;10563	CXCL13;CRP;FGB;HRG;IFNG;CXCL10;CXCL9;PRF1;CD8A;AIM2
GO:0042110	T cell activation	http://amigo.geneontology.org/amigo/term/GO:0042110	137	11	1.66990049751244	6.58721882913749	4.63763394242811e-07	0.000193256831572326	925;3458;3620;3902;5133;29126;55423;56253;84174;201633;257101	TIGIT;ZNF683;CD274;IFNG;IDO1;LAG3;PDCD1;SIRPG;CRTAM;SLA2;CD8A
GO:0070489	T cell aggregation	http://amigo.geneontology.org/amigo/term/GO:0070489	137	11	1.66990049751244	6.58721882913749	4.63763394242811e-07	0.000193256831572326	925;3458;3620;3902;5133;29126;55423;56253;84174;201633;257101	TIGIT;ZNF683;CD274;IFNG;IDO1;LAG3;PDCD1;SIRPG;CRTAM;SLA2;CD8A
GO:0071593	lymphocyte aggregation	http://amigo.geneontology.org/amigo/term/GO:0071593	137	11	1.66990049751244	6.58721882913749	4.63763394242811e-07	0.000193256831572326	925;3458;3620;3902;5133;29126;55423;56253;84174;201633;257101	TIGIT;ZNF683;CD274;IFNG;IDO1;LAG3;PDCD1;SIRPG;CRTAM;SLA2;CD8A
GO:0006954	inflammatory response	http://amigo.geneontology.org/amigo/term/GO:0006954	279	15	3.40074626865672	4.41079657669519	5.27181782339348e-07	0.00020503856787785	325;922;1401;3620;3627;4283;6289;6291;6355;6373;9447;10563;10663;79931;115362	CXCL13;CXCR6;GBP5;CRP;APCS;IDO1;CXCL10;CXCL9;SAA2;SAA4;CCL8;CXCL11;TNIP3;CD5L;AIM2
GO:0070486	leukocyte aggregation	http://amigo.geneontology.org/amigo/term/GO:0070486	142	11	1.73084577114428	6.35527450416786	6.67813507604365e-07	0.000243501500210241	925;3458;3620;3902;5133;29126;55423;56253;84174;201633;257101	TIGIT;ZNF683;CD274;IFNG;IDO1;LAG3;PDCD1;SIRPG;CRTAM;SLA2;CD8A
GO:0046649	lymphocyte activation	http://amigo.geneontology.org/amigo/term/GO:0046649	178	12	2.16965174129353	5.53084155010319	8.62489838659997e-07	0.000295986218749554	925;3458;3620;3902;5133;5551;29126;55423;56253;84174;201633;257101	TIGIT;ZNF683;CD274;IFNG;IDO1;LAG3;PDCD1;SIRPG;PRF1;CRTAM;SLA2;CD8A
GO:0045321	leukocyte activation	http://amigo.geneontology.org/amigo/term/GO:0045321	217	13	2.64502487562189	4.91488761403179	1.07397612891802e-06	0.000348087596450429	925;3458;3620;3902;5133;5551;10537;29126;55423;56253;84174;201633;257101	UBD;TIGIT;ZNF683;CD274;IFNG;IDO1;LAG3;PDCD1;SIRPG;PRF1;CRTAM;SLA2;CD8A
GO:0002449	lymphocyte mediated immunity	http://amigo.geneontology.org/amigo/term/GO:0002449	69	8	0.841044776119403	9.51197870452529	1.28428176771056e-06	0.00039434209646439	925;3002;3458;3822;3824;3902;56253;84174	GZMB;IFNG;KLRC2;KLRD1;LAG3;CRTAM;SLA2;CD8A
GO:0007159	leukocyte cell-cell adhesion	http://amigo.geneontology.org/amigo/term/GO:0007159	153	11	1.86492537313433	5.89835934373749	1.41631776329199e-06	0.000407762388946263	925;3458;3620;3902;5133;29126;55423;56253;84174;201633;257101	TIGIT;ZNF683;CD274;IFNG;IDO1;LAG3;PDCD1;SIRPG;CRTAM;SLA2;CD8A
GO:0050776	regulation of immune response	http://amigo.geneontology.org/amigo/term/GO:0050776	223	13	2.7181592039801	4.78264848540313	1.46777685428034e-06	0.000407762388946263	925;3273;3458;3620;3824;3902;9447;10563;56253;79931;84174;115362;257101	CXCL13;GBP5;ZNF683;HRG;IFNG;IDO1;KLRD1;LAG3;CRTAM;TNIP3;SLA2;CD8A;AIM2
GO:0002228	natural killer cell mediated immunity	http://amigo.geneontology.org/amigo/term/GO:0002228	20	5	0.243781094527363	20.5102040816327	2.95227218582994e-06	0.000782888906005994	3002;3822;3824;3902;56253	GZMB;KLRC2;KLRD1;LAG3;CRTAM
GO:0051607	defense response to virus	http://amigo.geneontology.org/amigo/term/GO:0051607	38	6	0.46318407960199	12.953813104189	4.92041678124e-06	0.00124807441311975	925;3458;3627;4283;5551;9447	IFNG;CXCL10;CXCL9;PRF1;CD8A;AIM2
GO:0006968	cellular defense response	http://amigo.geneontology.org/amigo/term/GO:0006968	23	5	0.280348258706468	17.8349600709849	6.23364842611274e-06	0.00145914277260136	922;3822;3823;4283;5551	KLRC2;KLRC3;CXCL9;PRF1;CD5L
GO:0002347	response to tumor cell	http://amigo.geneontology.org/amigo/term/GO:0002347	4	3	0.0487562189054726	61.530612244898	6.752974778923e-06	0.00145914277260136	3273;5551;56253	HRG;PRF1;CRTAM
GO:0002418	immune response to tumor cell	http://amigo.geneontology.org/amigo/term/GO:0002418	4	3	0.0487562189054726	61.530612244898	6.752974778923e-06	0.00145914277260136	3273;5551;56253	HRG;PRF1;CRTAM
GO:0043950	positive regulation of cAMP-mediated signaling	http://amigo.geneontology.org/amigo/term/GO:0043950	4	3	0.0487562189054726	61.530612244898	6.752974778923e-06	0.00145914277260136	3627;4283;6373	CXCL10;CXCL9;CXCL11
GO:0009615	response to virus	http://amigo.geneontology.org/amigo/term/GO:0009615	62	7	0.755721393034826	9.26267281105991	7.59867169908279e-06	0.00158323752473032	925;3458;3627;4283;5551;6355;9447	IFNG;CXCL10;CXCL9;PRF1;CCL8;CD8A;AIM2
GO:0022407	regulation of cell-cell adhesion	http://amigo.geneontology.org/amigo/term/GO:0022407	148	10	1.80398009950249	5.54329840044126	8.07742082753471e-06	0.00162495424509784	2244;3458;3620;3902;5133;10563;29126;55423;201633;257101	CXCL13;TIGIT;FGB;ZNF683;CD274;IFNG;IDO1;LAG3;PDCD1;SIRPG
GO:0060326	cell chemotaxis	http://amigo.geneontology.org/amigo/term/GO:0060326	117	9	1.42611940298507	6.31083202511774	8.49990356222019e-06	0.00165294791273309	3273;3458;3627;4283;6289;6291;6355;6373;10563	CXCL13;HRG;IFNG;CXCL10;CXCL9;SAA2;SAA4;CCL8;CXCL11
GO:0016337	single organismal cell-cell adhesion	http://amigo.geneontology.org/amigo/term/GO:0016337	267	13	3.2544776119403	3.99449667507452	1.10189737034805e-05	0.0020736997608421	925;2244;3458;3620;3902;5133;10563;29126;55423;56253;84174;201633;257101	CXCL13;TIGIT;FGB;ZNF683;CD274;IFNG;IDO1;LAG3;PDCD1;SIRPG;CRTAM;SLA2;CD8A
GO:0002443	leukocyte mediated immunity	http://amigo.geneontology.org/amigo/term/GO:0002443	94	8	1.14577114427861	6.98219713417282	1.35868484953949e-05	0.00242165473690816	925;3002;3458;3822;3824;3902;56253;84174	GZMB;IFNG;KLRC2;KLRD1;LAG3;CRTAM;SLA2;CD8A
GO:0051249	regulation of lymphocyte activation	http://amigo.geneontology.org/amigo/term/GO:0051249	124	9	1.51144278606965	5.95457537853851	1.36980813023602e-05	0.00242165473690816	3458;3620;3902;5133;29126;55423;84174;201633;257101	TIGIT;ZNF683;CD274;IFNG;IDO1;LAG3;PDCD1;SIRPG;SLA2
GO:0050865	regulation of cell activation	http://amigo.geneontology.org/amigo/term/GO:0050865	159	10	1.93805970149254	5.15979976896419	1.53051361408973e-05	0.0026261813013528	3273;3458;3620;3902;5133;29126;55423;84174;201633;257101	TIGIT;ZNF683;CD274;HRG;IFNG;IDO1;LAG3;PDCD1;SIRPG;SLA2
GO:0098602	single organism cell adhesion	http://amigo.geneontology.org/amigo/term/GO:0098602	277	13	3.37636815920398	3.85029101893465	1.64546988896674e-05	0.00274276323778057	925;2244;3458;3620;3902;5133;10563;29126;55423;56253;84174;201633;257101	CXCL13;TIGIT;FGB;ZNF683;CD274;IFNG;IDO1;LAG3;PDCD1;SIRPG;CRTAM;SLA2;CD8A
GO:0070231	T cell apoptotic process	http://amigo.geneontology.org/amigo/term/GO:0070231	14	4	0.170646766169154	23.4402332361516	1.78400246638732e-05	0.00289107510802879	356;3620;5133;29126	CD274;FASLG;IDO1;PDCD1
GO:0009617	response to bacterium	http://amigo.geneontology.org/amigo/term/GO:0009617	164	10	1.99900497512438	5.00248880039821	2.01137468561763e-05	0.00317144862591709	356;1401;2244;3458;3620;3627;4283;6373;10563;79931	CXCL13;CRP;FGB;IFNG;FASLG;IDO1;CXCL10;CXCL9;CXCL11;TNIP3
GO:0001817	regulation of cytokine production	http://amigo.geneontology.org/amigo/term/GO:0001817	165	10	2.01119402985075	4.9721706864564	2.12178375773586e-05	0.00325749643227132	1401;3458;3620;3902;9447;29126;56253;81030;115362;201633	GBP5;CRP;TIGIT;CD274;IFNG;IDO1;LAG3;CRTAM;ZBP1;AIM2
GO:0071887	leukocyte apoptotic process	http://amigo.geneontology.org/amigo/term/GO:0071887	30	5	0.365671641791045	13.6734693877551	2.47597536748856e-05	0.00370380520357135	356;3458;3620;5133;29126	CD274;IFNG;FASLG;IDO1;PDCD1
GO:0070098	chemokine-mediated signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0070098	51	6	0.621641791044776	9.65186074429772	2.84691717042929e-05	0.00408003083288151	3627;4283;6355;6373;10563;10663	CXCL13;CXCR6;CXCL10;CXCL9;CCL8;CXCL11
GO:0050863	regulation of T cell activation	http://amigo.geneontology.org/amigo/term/GO:0050863	104	8	1.26766169154229	6.31083202511774	2.86735111669767e-05	0.00408003083288151	3458;3620;3902;5133;29126;55423;201633;257101	TIGIT;ZNF683;CD274;IFNG;IDO1;LAG3;PDCD1;SIRPG
GO:0019835	cytolysis	http://amigo.geneontology.org/amigo/term/GO:0019835	16	4	0.195024875621891	20.5102040816327	3.18585435121754e-05	0.00442530340119123	2999;3001;3002;5551	GZMH;GZMA;GZMB;PRF1
GO:0032496	response to lipopolysaccharide	http://amigo.geneontology.org/amigo/term/GO:0032496	109	8	1.32860696517413	6.02134431754353	4.03876413435089e-05	0.00547956975809374	356;3458;3620;3627;4283;6373;10563;79931	CXCL13;IFNG;FASLG;IDO1;CXCL10;CXCL9;CXCL11;TNIP3
GO:0002694	regulation of leukocyte activation	http://amigo.geneontology.org/amigo/term/GO:0002694	145	9	1.76741293532338	5.09218859957776	4.82760719133779e-05	0.00623607962253162	3458;3620;3902;5133;29126;55423;84174;201633;257101	TIGIT;ZNF683;CD274;IFNG;IDO1;LAG3;PDCD1;SIRPG;SLA2
GO:0002237	response to molecule of bacterial origin	http://amigo.geneontology.org/amigo/term/GO:0002237	112	8	1.36517412935323	5.8600583090379	4.91703227007978e-05	0.00623607962253162	356;3458;3620;3627;4283;6373;10563;79931	CXCL13;IFNG;FASLG;IDO1;CXCL10;CXCL9;CXCL11;TNIP3
GO:1903037	regulation of leukocyte cell-cell adhesion	http://amigo.geneontology.org/amigo/term/GO:1903037	112	8	1.36517412935323	5.8600583090379	4.91703227007978e-05	0.00623607962253162	3458;3620;3902;5133;29126;55423;201633;257101	TIGIT;ZNF683;CD274;IFNG;IDO1;LAG3;PDCD1;SIRPG
GO:0001819	positive regulation of cytokine production	http://amigo.geneontology.org/amigo/term/GO:0001819	114	8	1.38955223880597	5.75725026852846	5.58706761737415e-05	0.00687326768615883	3458;3620;9447;29126;56253;81030;115362;201633	GBP5;TIGIT;CD274;IFNG;IDO1;CRTAM;ZBP1;AIM2
GO:0070234	positive regulation of T cell apoptotic process	http://amigo.geneontology.org/amigo/term/GO:0070234	7	3	0.0853233830845771	35.1603498542274	5.75802592761576e-05	0.00687326768615883	3620;5133;29126	CD274;IDO1;PDCD1
GO:0034097	response to cytokine	http://amigo.geneontology.org/amigo/term/GO:0034097	267	12	3.2544776119403	3.68722770006879	5.7728850980765e-05	0.00687326768615883	2244;3458;3627;4283;6355;6373;9447;10537;10563;10663;29126;115362	UBD;CXCL13;CXCR6;GBP5;FGB;CD274;IFNG;CXCL10;CXCL9;CCL8;CXCL11;AIM2
GO:0001816	cytokine production	http://amigo.geneontology.org/amigo/term/GO:0001816	186	10	2.26716417910448	4.41079657669519	5.99682941879731e-05	0.0069971005658527	1401;3458;3620;3902;9447;29126;56253;81030;115362;201633	GBP5;CRP;TIGIT;CD274;IFNG;IDO1;LAG3;CRTAM;ZBP1;AIM2
GO:0070227	lymphocyte apoptotic process	http://amigo.geneontology.org/amigo/term/GO:0070227	19	4	0.231592039800995	17.2717508055854	6.60440028386056e-05	0.00755491593255735	356;3620;5133;29126	CD274;FASLG;IDO1;PDCD1
GO:0043065	positive regulation of apoptotic process	http://amigo.geneontology.org/amigo/term/GO:0043065	152	9	1.85273631840796	4.85767991407089	7.00314647288369e-05	0.00785699163900067	356;3001;3002;3273;3458;3620;5133;10537;29126	UBD;CD274;GZMA;GZMB;HRG;IFNG;FASLG;IDO1;PDCD1
GO:0045088	regulation of innate immune response	http://amigo.geneontology.org/amigo/term/GO:0045088	60	6	0.73134328358209	8.20408163265306	7.2831591736211e-05	0.00796544122544193	3458;3902;9447;56253;79931;115362	GBP5;IFNG;LAG3;CRTAM;TNIP3;AIM2
GO:0043068	positive regulation of programmed cell death	http://amigo.geneontology.org/amigo/term/GO:0043068	153	9	1.86492537313433	4.82593037214886	7.37288011953829e-05	0.00796544122544193	356;3001;3002;3273;3458;3620;5133;10537;29126	UBD;CD274;GZMA;GZMB;HRG;IFNG;FASLG;IDO1;PDCD1
GO:0050778	positive regulation of immune response	http://amigo.geneontology.org/amigo/term/GO:0050778	157	9	1.9136815920398	4.70297673209411	9.02131261878436e-05	0.00918738087364522	3273;3458;3620;3902;9447;56253;79931;84174;115362	GBP5;HRG;IFNG;IDO1;LAG3;CRTAM;TNIP3;SLA2;AIM2
GO:0032103	positive regulation of response to external stimulus	http://amigo.geneontology.org/amigo/term/GO:0032103	122	8	1.48706467661692	5.37972566075611	9.08004077201374e-05	0.00918738087364522	3273;3620;3627;4283;6355;6373;10563;115362	CXCL13;GBP5;HRG;IDO1;CXCL10;CXCL9;CCL8;CXCL11
GO:0043949	regulation of cAMP-mediated signaling	http://amigo.geneontology.org/amigo/term/GO:0043949	8	3	0.0975124378109453	30.765306122449	9.13383768720299e-05	0.00918738087364522	3627;4283;6373	CXCL10;CXCL9;CXCL11
GO:0070230	positive regulation of lymphocyte apoptotic process	http://amigo.geneontology.org/amigo/term/GO:0070230	8	3	0.0975124378109453	30.765306122449	9.13383768720299e-05	0.00918738087364522	3620;5133;29126	CD274;IDO1;PDCD1
GO:0051241	negative regulation of multicellular organismal process	http://amigo.geneontology.org/amigo/term/GO:0051241	382	14	4.65621890547264	3.00673148840688	0.000116877589733777	0.0112593700200348	325;345;356;1401;2244;3273;3458;3620;3627;3902;5133;10563;29126;201633	CXCL13;CRP;TIGIT;FGB;CD274;APCS;HRG;APOC3;IFNG;FASLG;IDO1;CXCL10;LAG3;PDCD1
GO:0030155	regulation of cell adhesion	http://amigo.geneontology.org/amigo/term/GO:0030155	243	11	2.96194029850746	3.7137818090199	0.000117435232630525	0.0112593700200348	2244;3273;3458;3620;3902;5133;10563;29126;55423;201633;257101	CXCL13;TIGIT;FGB;ZNF683;CD274;HRG;IFNG;IDO1;LAG3;PDCD1;SIRPG
GO:0051250	negative regulation of lymphocyte activation	http://amigo.geneontology.org/amigo/term/GO:0051250	41	5	0.499751243781095	10.0049776007964	0.00011772738622251	0.0112593700200348	3620;3902;29126;84174;201633	TIGIT;CD274;IDO1;LAG3;SLA2
GO:0010942	positive regulation of cell death	http://amigo.geneontology.org/amigo/term/GO:0010942	165	9	2.01119402985075	4.47495361781076	0.000132624837845929	0.0124795694192444	356;3001;3002;3273;3458;3620;5133;10537;29126	UBD;CD274;GZMA;GZMB;HRG;IFNG;FASLG;IDO1;PDCD1
GO:0050663	cytokine secretion	http://amigo.geneontology.org/amigo/term/GO:0050663	67	6	0.816666666666667	7.3469387755102	0.000136096332652436	0.0126029524554652	1401;3458;9447;29126;56253;115362	GBP5;CRP;CD274;IFNG;CRTAM;AIM2
GO:0002695	negative regulation of leukocyte activation	http://amigo.geneontology.org/amigo/term/GO:0002695	47	5	0.572885572139303	8.72774641771602	0.00022810014401653	0.0207927537530068	3620;3902;29126;84174;201633	TIGIT;CD274;IDO1;LAG3;SLA2
GO:0010818	T cell chemotaxis	http://amigo.geneontology.org/amigo/term/GO:0010818	11	3	0.13407960199005	22.3747680890538	0.000262262986182815	0.0228364516625454	3627;6373;10563	CXCL13;CXCL10;CXCL11
GO:0070232	regulation of T cell apoptotic process	http://amigo.geneontology.org/amigo/term/GO:0070232	11	3	0.13407960199005	22.3747680890538	0.000262262986182815	0.0228364516625454	3620;5133;29126	CD274;IDO1;PDCD1
GO:2000108	positive regulation of leukocyte apoptotic process	http://amigo.geneontology.org/amigo/term/GO:2000108	11	3	0.13407960199005	22.3747680890538	0.000262262986182815	0.0228364516625454	3620;5133;29126	CD274;IDO1;PDCD1
GO:0032101	regulation of response to external stimulus	http://amigo.geneontology.org/amigo/term/GO:0032101	273	11	3.32761194029851	3.30567391791882	0.000330231329603414	0.02833190554274	325;2244;3273;3620;3627;4283;6355;6373;9447;10563;115362	CXCL13;GBP5;FGB;APCS;HRG;IDO1;CXCL10;CXCL9;CCL8;CXCL11;AIM2
GO:0050702	interleukin-1 beta secretion	http://amigo.geneontology.org/amigo/term/GO:0050702	12	3	0.146268656716418	20.5102040816327	0.00034668995963949	0.0293128873121273	3458;9447;115362	GBP5;IFNG;AIM2
GO:0045089	positive regulation of innate immune response	http://amigo.geneontology.org/amigo/term/GO:0045089	52	5	0.633830845771144	7.88854003139717	0.00036919255188661	0.03059942375213	3902;9447;56253;79931;115362	GBP5;LAG3;CRTAM;TNIP3;AIM2
GO:0002250	adaptive immune response	http://amigo.geneontology.org/amigo/term/GO:0002250	113	7	1.3773631840796	5.08217446270544	0.000372396140966957	0.03059942375213	925;2244;3458;10563;56253;84174;257101	CXCL13;FGB;ZNF683;IFNG;CRTAM;SLA2;CD8A
GO:0031347	regulation of defense response	http://amigo.geneontology.org/amigo/term/GO:0031347	190	9	2.31592039800995	3.88614393125671	0.00038641026885089	0.0313099653955013	325;3458;3620;3902;6355;9447;56253;79931;115362	GBP5;APCS;IFNG;IDO1;LAG3;CRTAM;CCL8;TNIP3;AIM2
GO:0031349	positive regulation of defense response	http://amigo.geneontology.org/amigo/term/GO:0031349	115	7	1.40174129353234	4.99378881987578	0.000414726063050042	0.033143997970328	3620;3902;6355;9447;56253;79931;115362	GBP5;IDO1;LAG3;CRTAM;CCL8;TNIP3;AIM2
GO:0050868	negative regulation of T cell activation	http://amigo.geneontology.org/amigo/term/GO:0050868	30	4	0.365671641791045	10.9387755102041	0.000423075764883762	0.0333543785450253	3620;3902;29126;201633	TIGIT;CD274;IDO1;LAG3
GO:0031343	positive regulation of cell killing	http://amigo.geneontology.org/amigo/term/GO:0031343	13	3	0.158457711442786	18.9324960753532	0.000446839561087042	0.0347581599917574	3458;3902;56253	IFNG;LAG3;CRTAM
GO:0002683	negative regulation of immune system process	http://amigo.geneontology.org/amigo/term/GO:0002683	117	7	1.42611940298507	4.90842490842491	0.000460836037275092	0.0353752294929327	325;3620;3902;5133;29126;84174;201633	TIGIT;CD274;APCS;IDO1;LAG3;PDCD1;SLA2
GO:0071345	cellular response to cytokine stimulus	http://amigo.geneontology.org/amigo/term/GO:0071345	239	10	2.91318407960199	3.43267013918538	0.000479144778401164	0.0360077487123254	2244;3458;3627;4283;6355;6373;9447;10563;10663;115362	CXCL13;CXCR6;GBP5;FGB;IFNG;CXCL10;CXCL9;CCL8;CXCL11;AIM2
GO:0006953	acute-phase response	http://amigo.geneontology.org/amigo/term/GO:0006953	31	4	0.377860696517413	10.5859117840685	0.000481420020493895	0.0360077487123254	325;1401;6289;6291	CRP;APCS;SAA2;SAA4
GO:0050866	negative regulation of cell activation	http://amigo.geneontology.org/amigo/term/GO:0050866	56	5	0.682587064676617	7.32507288629738	0.000523131052306613	0.0386322349260352	3620;3902;29126;84174;201633	TIGIT;CD274;IDO1;LAG3;SLA2
GO:1901343	negative regulation of vasculature development	http://amigo.geneontology.org/amigo/term/GO:1901343	32	4	0.390049751243781	10.2551020408163	0.000545286743875328	0.0394637811697221	356;3273;3458;3627	HRG;IFNG;FASLG;CXCL10
GO:0032653	regulation of interleukin-10 production	http://amigo.geneontology.org/amigo/term/GO:0032653	14	3	0.170646766169154	17.5801749271137	0.000563839434657099	0.0394637811697221	3620;29126;201633	TIGIT;CD274;IDO1
GO:0032655	regulation of interleukin-12 production	http://amigo.geneontology.org/amigo/term/GO:0032655	14	3	0.170646766169154	17.5801749271137	0.000563839434657099	0.0394637811697221	3458;3620;201633	TIGIT;IFNG;IDO1
GO:0050701	interleukin-1 secretion	http://amigo.geneontology.org/amigo/term/GO:0050701	14	3	0.170646766169154	17.5801749271137	0.000563839434657099	0.0394637811697221	3458;9447;115362	GBP5;IFNG;AIM2
GO:0050707	regulation of cytokine secretion	http://amigo.geneontology.org/amigo/term/GO:0050707	57	5	0.694776119402985	7.19656283566058	0.000568213510157123	0.0394637811697221	1401;3458;9447;29126;56253	CRP;CD274;IFNG;CRTAM;AIM2
GO:0006935	chemotaxis	http://amigo.geneontology.org/amigo/term/GO:0006935	250	10	3.04726368159204	3.28163265306122	0.000685103892828942	0.0452959467328113	3273;3458;3627;4283;6289;6291;6355;6373;10563;10663	CXCL13;CXCR6;HRG;IFNG;CXCL10;CXCL9;SAA2;SAA4;CCL8;CXCL11
GO:0042330	taxis	http://amigo.geneontology.org/amigo/term/GO:0042330	250	10	3.04726368159204	3.28163265306122	0.000685103892828942	0.0452959467328113	3273;3458;3627;4283;6289;6291;6355;6373;10563;10663	CXCL13;CXCR6;HRG;IFNG;CXCL10;CXCL9;SAA2;SAA4;CCL8;CXCL11
GO:0048247	lymphocyte chemotaxis	http://amigo.geneontology.org/amigo/term/GO:0048247	34	4	0.414427860696517	9.65186074429772	0.000690746326935332	0.0452959467328113	3627;6355;6373;10563	CXCL13;CXCL10;CCL8;CXCL11
GO:0032611	interleukin-1 beta production	http://amigo.geneontology.org/amigo/term/GO:0032611	15	3	0.182835820895522	16.4081632653061	0.00069877188994738	0.0452959467328113	3458;9447;115362	GBP5;IFNG;AIM2
GO:0032613	interleukin-10 production	http://amigo.geneontology.org/amigo/term/GO:0032613	15	3	0.182835820895522	16.4081632653061	0.00069877188994738	0.0452959467328113	3620;29126;201633	TIGIT;CD274;IDO1
GO:0032615	interleukin-12 production	http://amigo.geneontology.org/amigo/term/GO:0032615	15	3	0.182835820895522	16.4081632653061	0.00069877188994738	0.0452959467328113	3458;3620;201633	TIGIT;IFNG;IDO1
GO:0030595	leukocyte chemotaxis	http://amigo.geneontology.org/amigo/term/GO:0030595	91	6	1.1092039800995	5.40928459295806	0.000728418455656188	0.0466988271461341	3458;3627;4283;6355;6373;10563	CXCL13;IFNG;CXCL10;CXCL9;CCL8;CXCL11
