geneset	description	link	C	O	E	R	PValue	FDR	overlapGene	OverlapGene_UserID
GO:0006721	terpenoid metabolic process	http://amigo.geneontology.org/amigo/term/GO:0006721	60	7	0.402985074626866	17.3703703703704	8.11659804922371e-08	3.94601941826426e-05	127;131;54576;54577;54600;54658;54659	ADH4;ADH7;UGT1A8;UGT1A7;UGT1A9;UGT1A1;UGT1A3
GO:0042440	pigment metabolic process	http://amigo.geneontology.org/amigo/term/GO:0042440	19	5	0.127611940298507	39.1812865497076	1.00885838461018e-07	4.26924176350088e-05	54575;54576;54577;54600;54658	UGT1A10;UGT1A8;UGT1A7;UGT1A9;UGT1A1
GO:0006720	isoprenoid metabolic process	http://amigo.geneontology.org/amigo/term/GO:0006720	62	7	0.416417910447761	16.8100358422939	1.02450093741879e-07	4.26924176350088e-05	127;131;54576;54577;54600;54658;54659	ADH4;ADH7;UGT1A8;UGT1A7;UGT1A9;UGT1A1;UGT1A3
GO:0042445	hormone metabolic process	http://amigo.geneontology.org/amigo/term/GO:0042445	101	8	0.678358208955224	11.7931793179318	1.79860298654688e-07	6.99536654900967e-05	127;131;54576;54577;54600;54658;54659;441282	ADH4;ADH7;AKR1B15;UGT1A8;UGT1A7;UGT1A9;UGT1A1;UGT1A3
GO:0009813	flavonoid biosynthetic process	http://amigo.geneontology.org/amigo/term/GO:0009813	14	4	0.0940298507462687	42.5396825396825	1.54426424359144e-06	0.00056307734981953	54575;54577;54658;54659	UGT1A10;UGT1A7;UGT1A1;UGT1A3
GO:0006805	xenobiotic metabolic process	http://amigo.geneontology.org/amigo/term/GO:0006805	62	6	0.416417910447761	14.4086021505376	2.42060910504716e-06	0.000784546306602506	54575;54576;54577;54600;54658;54659	UGT1A10;UGT1A8;UGT1A7;UGT1A9;UGT1A1;UGT1A3
GO:0071466	cellular response to xenobiotic stimulus	http://amigo.geneontology.org/amigo/term/GO:0071466	62	6	0.416417910447761	14.4086021505376	2.42060910504716e-06	0.000784546306602506	54575;54576;54577;54600;54658;54659	UGT1A10;UGT1A8;UGT1A7;UGT1A9;UGT1A1;UGT1A3
GO:0009410	response to xenobiotic stimulus	http://amigo.geneontology.org/amigo/term/GO:0009410	64	6	0.429850746268657	13.9583333333333	2.92557834757901e-06	0.000898306530514522	54575;54576;54577;54600;54658;54659	UGT1A10;UGT1A8;UGT1A7;UGT1A9;UGT1A1;UGT1A3
GO:0005996	monosaccharide metabolic process	http://amigo.geneontology.org/amigo/term/GO:0005996	76	6	0.51044776119403	11.7543859649123	8.07948524905733e-06	0.00235678584715002	54575;54576;54577;54600;54658;54659	UGT1A10;UGT1A8;UGT1A7;UGT1A9;UGT1A1;UGT1A3
GO:0032787	monocarboxylic acid metabolic process	http://amigo.geneontology.org/amigo/term/GO:0032787	214	8	1.43731343283582	5.56593977154725	5.21627832186233e-05	0.0144913179665452	131;11283;54575;54576;54577;54600;54658;54659	CYP4F8;ADH7;UGT1A10;UGT1A8;UGT1A7;UGT1A9;UGT1A1;UGT1A3
GO:0010817	regulation of hormone levels	http://amigo.geneontology.org/amigo/term/GO:0010817	228	8	1.53134328358209	5.22417153996101	8.21332667320096e-05	0.0217802490052065	127;131;54576;54577;54600;54658;54659;441282	ADH4;ADH7;AKR1B15;UGT1A8;UGT1A7;UGT1A9;UGT1A1;UGT1A3
GO:0044723	single-organism carbohydrate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0044723	127	6	0.852985074626866	7.03412073490814	0.00015151599943386	0.038432362639006	54575;54576;54577;54600;54658;54659	UGT1A10;UGT1A8;UGT1A7;UGT1A9;UGT1A1;UGT1A3
