	encoding 53	encoding 66
UGT1A3	-0.0581151507794857	-0.03238821402192116
EPHA7	-0.05798706039786339	-0.057650625705718994
SOX10	0.05794842541217804	0.10573261976242065
UGT1A7	-0.05783842131495476	-0.008115649223327637
CA9	-0.057707831263542175	-0.050831444561481476
UGT1A8	-0.05757896974682808	-0.05669118091464043
KLK5	-0.05738114193081856	0.024431435391306877
IL20RA	-0.05733991041779518	0.0025920660700649023
ATP13A4	0.057338420301675797	-0.034946344792842865
CYP17A1	-0.0570661723613739	0.008828393183648586
PGC	-0.05699663236737251	-0.06381911784410477
SPRR2E	-0.056986141949892044	-0.03367220237851143
ODAM	-0.05697638541460037	-0.0004277369298506528
AKR1C4	-0.05686893314123154	0.03939250856637955
RP1	-0.05686621367931366	-0.016711341217160225
CYP4Z2P	-0.056759897619485855	-0.012540021911263466
KRT23	-0.05674861744046211	0.0536603219807148
DSC1	-0.05672832205891609	0.013672832399606705
IHH	-0.05669891834259033	-0.022490115836262703
SDR16C5	-0.05663285776972771	-0.01850021816790104
KCNJ16	0.05659659579396248	-0.041487984359264374
UCA1	-0.05656354874372482	-0.019655240699648857
WFDC12	-0.05640299245715141	-0.030713902786374092
KCNJ10	0.0563892126083374	-0.003955358173698187
SPINK1	-0.05630771070718765	-0.02862987108528614
TOX3	-0.05629114806652069	0.016955014318227768
SLC17A4	-0.05627109482884407	-0.008676809258759022
P2RY12	0.056262530386447906	0.006966894492506981
WDR49	0.0561990886926651	-0.0543389655649662
FOXI1	-0.056177858263254166	-0.017839282751083374
UPK1B	-0.05609074980020523	-0.03718557581305504
GLTPD2	-0.05601520836353302	-0.0024378637317568064
DSG3	-0.055964063853025436	0.007433535065501928
LHFPL3	0.05595983564853668	-0.0452599935233593
S100A7	-0.05592511221766472	-0.005230311304330826
KPNA7	-0.05584610998630524	-0.00043691572500392795
MUC2	-0.05584406852722168	-0.07415956258773804
SAA2	-0.055830247700214386	0.04432361200451851
DSG1	-0.05577820539474487	0.06558366864919662
HMGCS2	-0.05575471371412277	0.03699010610580444
NR1H4	-0.055705081671476364	-0.0023267033975571394
TRIM55	-0.05570177733898163	0.03685730695724487
ADAMTS19	-0.055694758892059326	-0.011358135379850864
TRIM10	-0.05563564971089363	-0.013996451161801815
OLIG1	0.05553466081619263	-0.009928285144269466
CXorf49B	-0.05542610585689545	-0.0065509551204741
B3GNT4	-0.05539355427026749	-0.019746311008930206
AP1M2	-0.05531078577041626	-0.02674606814980507
FGB	-0.05529559776186943	0.030047910287976265
CYP4F22	-0.055275749415159225	0.031660255044698715
CIDEA	-0.05525100231170654	0.10310681909322739
CNGB1	-0.055237095803022385	0.01208366546779871
SVOP	-0.05519814044237137	-0.03757655620574951
ENAM	-0.05518435314297676	-0.04495498165488243
SHH	-0.05507608875632286	-0.034162405878305435
ANXA10	-0.0548933744430542	-0.024116002023220062
TRPA1	-0.054795946925878525	-0.046109966933727264
HNF1B	-0.054792117327451706	-0.0708637684583664
PGLYRP2	-0.05477384850382805	0.05733731389045715
SERPIND1	-0.05475018545985222	0.030265484005212784
KRT19	-0.054720956832170486	-0.00825379230082035
CNGA3	0.05471065267920494	-0.06514228135347366
CALCA	-0.05466829240322113	-0.03085825964808464
UGT2B11	-0.05464678257703781	0.013441364280879498
CAPN13	-0.0544065497815609	-0.021772703155875206
SPRR2C	-0.054375361651182175	-0.07780520617961884
ATP10B	0.05433809384703636	0.015800442546606064
SPINK4	-0.05433391034603119	0.0051269070245325565
FOXN1	-0.05429913476109505	-0.03832384943962097
SLC15A1	-0.05428874120116234	-0.0008013220503926277
C11orf87	-0.05426337942481041	-0.039471983909606934
TSHR	0.05425269529223442	-0.017044290900230408
PAQR9	-0.05424777790904045	-0.004740398842841387
RFX4	0.05422602593898773	-0.06428414583206177
LOC146336	-0.054082516580820084	-0.05267183855175972
HFE2	-0.05401526391506195	0.03249545395374298
RASSF6	-0.05393703654408455	-0.02474098652601242
CNDP1	0.053341951221227646	0.003909041173756123
SAA1	-0.053202249109745026	0.0465092808008194
PADI3	-0.053197313100099564	-0.040665153414011
C12orf36	-0.05302448943257332	-0.06149391457438469
CPN2	-0.05297958850860596	0.06837397068738937
KCNG3	-0.052930645644664764	-0.008774572052061558
MIA2	-0.05290113389492035	-0.021895792335271835
ADCYAP1	-0.05289187282323837	-0.022091655060648918
S100A7A	-0.052807554602622986	-0.007423316594213247
IL1RL2	-0.052723221480846405	0.003903903067111969
ACSM2A	-0.0526861771941185	0.025262601673603058
FOXA1	-0.05265527591109276	0.020372841507196426
AMN	-0.052631113678216934	-0.0319664441049099
ISL1	-0.05261529982089996	-0.006327514536678791
PCK1	-0.05255833640694618	0.048854101449251175
PAX2	-0.052516426891088486	-0.04659262299537659
A1CF	-0.052439138293266296	0.0026744480710476637
CASP14	-0.05237342417240143	-0.03213740140199661
KCNK9	-0.05234658345580101	0.01974887028336525
CCL24	-0.05229203775525093	-0.01198755856603384
EFCAB1	-0.05225051939487457	-0.016274046152830124
RPTN	-0.052167464047670364	-0.06181039288640022
C8orf47	-0.052155010402202606	0.005754905287176371
LOC440173	-0.05203673988580704	-0.06781022250652313
PGLYRP3	-0.052023421972990036	-0.020199334248900414
PCSK9	-0.05186781287193298	0.0027646543458104134
CYP4X1	-0.05179581046104431	-0.007817585952579975
NKX2-8	0.05174325406551361	-0.04631955549120903
GPR115	-0.051734402775764465	-0.028059016913175583
LCE3D	-0.05173000693321228	-0.028669308871030807
UGT2A3	-0.051623377948999405	-0.0344451405107975
CYP4F2	-0.05160810798406601	-0.013670489192008972
KCNH6	-0.0515877828001976	-0.06366235762834549
HPCAL4	0.05156129598617554	-0.0300622396171093
MRAP2	-0.051453474909067154	0.04233906790614128
ATP2B3	-0.0514494813978672	-0.0006114158895798028
CRYM	-0.051383260637521744	-0.039273325353860855
AGXT	-0.051381915807724	0.03798506781458855
C19orf21	-0.05130348354578018	-0.05444483831524849
BTBD17	0.05122986063361168	-0.0655958503484726
MSMB	-0.05122412368655205	-0.018240002915263176
MMP3	-0.05110232159495354	-0.005252411123365164
GPX2	-0.05102967843413353	-0.00022931015701033175
TFF2	-0.05102057754993439	-0.00020049413433298469
PKP1	-0.05099886655807495	-0.021291613578796387
ARHGEF38	-0.05098731815814972	-0.044825613498687744
SLC6A3	-0.050928715616464615	-0.0668572261929512
CRP	-0.050903771072626114	0.0036795155610889196
XDH	-0.05084950476884842	0.023553842678666115
SYCE1	-0.05074899643659592	-0.005117923486977816
F7	-0.050672318786382675	0.044471338391304016
C19orf33	-0.05059516429901123	-0.03235830366611481
MYT1L	-0.050357185304164886	-0.006317010149359703
VIL1	-0.05034841597080231	-0.045399587601423264
NPR3	-0.0503472276031971	-0.015643753111362457
GLYATL1	-0.05033353343605995	-0.006068330258131027
IRX4	-0.050320785492658615	-0.0028316902462393045
NRAP	-0.05031443014740944	-0.0009995305445045233
LPAR5	0.05030868947505951	-0.018243994563817978
FADS6	-0.050110530108213425	0.02149987779557705
ACCN1	-0.05010443180799484	0.01319002453237772
RTN4RL1	-0.050082553178071976	0.017116406932473183
GCGR	-0.05005499720573425	0.02755538746714592
C14orf73	-0.05004272609949112	-0.0030573359690606594
SLURP1	-0.05000888183712959	0.008937142789363861
NAT8L	0.049951039254665375	0.025959396734833717
MAP7D2	-0.049945808947086334	-0.02141227386891842
PLG	-0.04993394389748573	0.04847652465105057
TNNT3	-0.04991443082690239	0.004645120352506638
OMG	0.049906887114048004	-0.018446780741214752
SSTR5	-0.04950958862900734	-0.060170505195856094
SLIT1	0.04947694018483162	-0.060896340757608414
CXCL17	-0.04945966601371765	0.006923798471689224
CLEC3A	-0.049441348761320114	-0.004420986864715815
LOC100131726	-0.04942135140299797	-0.0007397636072710156
KLK4	-0.049415089190006256	-0.015507577918469906
PKP2	-0.04936674237251282	-0.00107732939068228
C1orf172	-0.049256376922130585	-0.015991399064660072
SYN2	-0.04920625314116478	-0.0014564909506589174
ELAVL2	-0.04918241128325462	-0.007176176179200411
OLIG2	0.04915245994925499	-0.025625048205256462
REG3A	-0.0491463728249073	-0.03277633711695671
CCDC60	-0.04914383217692375	-0.08177763968706131
SPRR1B	-0.04911037161946297	-0.03470659255981445
ELF5	-0.04910782724618912	0.020729994401335716
AFP	-0.04903634265065193	-0.005354066379368305
FAM160A1	-0.04902065917849541	-0.01636122725903988
VSTM2A	-0.04892843961715698	-0.042992349714040756
DPYS	-0.04892716929316521	0.047414906322956085
FRMD5	0.04885460063815117	0.004887151066213846
LRRN4	-0.04876602441072464	-0.0345328114926815
CREG2	-0.048674698919057846	-0.05297127738595009
TUBAL3	-0.04865674674510956	-0.02849995531141758
LOC100130238	-0.04864071309566498	-0.07108918577432632
PLEKHB1	0.048582207411527634	0.008151436224579811
TUBA4B	-0.048508185893297195	-0.007727449759840965
EVPLL	-0.048452556133270264	-0.013011803850531578
MOGAT2	-0.048394396901130676	0.05352887138724327
HAPLN2	0.04830632358789444	-0.035260461270809174
MMP10	-0.048266444355249405	-0.013645497150719166
KRT17	-0.04823257774114609	-0.006212243810296059
GP2	-0.04818546772003174	-0.0026994168292731047
PRAC	-0.04813748970627785	-0.0637577623128891
PDX1	-0.04812200367450714	-0.010807128623127937
CEACAM7	-0.048114173114299774	-0.0514676496386528
RASGEF1C	0.04809155315160751	0.011630932800471783
SPRR2A	-0.047919973731040955	-0.04558223858475685
HFM1	0.04789523780345917	-0.011482379399240017
LOC285629	-0.047822240740060806	-0.023277873173356056
GRB7	-0.047805361449718475	-0.03211325407028198
SLC6A20	-0.0477110780775547	-0.04738666117191315
CST2	-0.04770513251423836	0.032330188900232315
FAM163A	-0.04770045727491379	0.002748024882748723
MOGAT3	-0.0475926548242569	0.017610739916563034
ISM2	-0.04757437855005264	-0.04713844507932663
FUT6	-0.04754839837551117	-0.02196454629302025
IL1F9	-0.04744187369942665	-0.031644970178604126
VGLL1	-0.047437556087970734	0.021147223189473152
P2RX2	-0.04734046757221222	-0.06710252910852432
KLHDC8A	0.04723939299583435	-0.004313720390200615
SYT8	-0.047202154994010925	0.02192068286240101
SLC5A1	-0.04718450829386711	0.00754069397225976
SLC17A1	-0.04712483286857605	-0.018483536317944527
RBP4	-0.047095827758312225	0.04389001056551933
S100P	-0.04708978533744812	-0.005444652400910854
ZIC2	-0.047031596302986145	-0.019060522317886353
SLC17A3	-0.046998798847198486	-0.015256823971867561
AKR1B15	-0.04694046825170517	-0.010536416433751583
NKX2-1	0.04674917832016945	-0.10157687216997147
CPNE7	-0.04667321965098381	-0.01917826011776924
ADCYAP1R1	0.04663100466132164	0.018385019153356552
SLC22A2	-0.0465095154941082	-0.055646833032369614
UGT8	0.046473994851112366	-0.016343915835022926
ABCA12	-0.046410009264945984	-0.036864060908555984
AMPD1	-0.04635654389858246	-0.006103226449340582
GPM6B	0.04631122574210167	0.008744531311094761
PHEX	0.046306777745485306	-0.03442855924367905
TMEM61	-0.04625974968075752	-0.04214150086045265
OVOL2	-0.046258699148893356	-0.031851980835199356
STEAP1	-0.04622933641076088	0.006563082337379456
PAX7	-0.04622403532266617	-0.061279941350221634
REG1A	-0.04618963226675987	-0.07943502813577652
SERPINB3	-0.04616048187017441	-0.04693251848220825
CST4	-0.04615379497408867	-0.005842929240316153
RAB3B	-0.04614919051527977	0.0034672003239393234
NPY5R	-0.04610832408070564	0.061844173818826675
AMBP	-0.04609619453549385	0.011973883025348186
CNTN2	0.04603084549307823	0.007654235232621431
CPA4	-0.04589855670928955	0.012714703567326069
PCSK2	0.04586172103881836	-0.009369904175400734
HCN1	-0.04575261101126671	0.0714229866862297
CXCL6	-0.0457443930208683	-0.05244458466768265
ODZ2	-0.045715805143117905	-0.01221214048564434
CDC20B	-0.04569292441010475	-0.015789227560162544
CALML5	-0.04563849791884422	0.05002431944012642
LRFN2	-0.045627668499946594	-0.03222174569964409
EDN2	-0.045618198812007904	-0.021473286673426628
SERPINB4	-0.04560236632823944	-0.03931272774934769
SLC27A2	-0.045533642172813416	0.010737806558609009
KRT6C	-0.04552556574344635	0.005830246489495039
DLL3	0.0455077588558197	-0.010606874711811543
SCRG1	0.04548513516783714	0.03683158755302429
UGT1A10	-0.04541910067200661	-0.07918311655521393
UGT2B10	-0.0454065166413784	0.04104384034872055
LIX1	0.04538963735103607	-0.07190220057964325
WFDC5	-0.04532267525792122	-0.015591978095471859
C13orf36	-0.04526667669415474	-0.046494461596012115
CHRNA3	-0.04513457044959068	0.0014589347410947084
CDH7	-0.045115143060684204	0.04632636904716492
LOC642587	-0.045063991099596024	0.011843244545161724
AGXT2	-0.045062050223350525	-0.005912997759878635
PIK3C2G	-0.045042429119348526	0.040414873510599136
PAEP	-0.04503759741783142	0.01556931808590889
CYP4F8	-0.04503704234957695	-0.03708020970225334
MYO18B	-0.04495402052998543	0.005159747786819935
HPSE2	0.044925447553396225	-0.006552287843078375
ADH4	-0.04490417614579201	0.06389705091714859
LRRC31	-0.04482360929250717	0.012768043205142021
HS6ST3	-0.044792260974645615	-0.04404744878411293
KISS1	-0.044786591082811356	-0.012211591936647892
C6orf223	-0.044779613614082336	-0.03454861417412758
AGXT2L1	0.04475050047039986	0.05673382431268692
ART5	-0.04474597051739693	-0.03775697574019432
NKAIN4	0.04473774880170822	-0.047732941806316376
LOC285733	-0.044713784009218216	0.03403552249073982
RAET1L	-0.0446459986269474	-0.04147137328982353
LOC284578	-0.04464469105005264	-0.01007117610424757
GABRG1	0.04460283741354942	-0.020123770460486412
BHMT	-0.04458809271454811	0.020186347886919975
PGLYRP4	-0.04455801099538803	-0.02309410832822323
DLX2	-0.04450497776269913	0.03311685845255852
SLC13A5	-0.04450421780347824	0.04999851435422897
CYP3A4	-0.04448544979095459	0.0256907157599926
CEACAM5	-0.04446364566683769	-0.030631793662905693
KRT6B	-0.0444306880235672	0.017571600154042244
RHBG	-0.04437372088432312	0.006109621841460466
TPSD1	-0.044317930936813354	-0.030327875167131424
GFAP	0.04431133344769478	-0.018084101378917694
NEFM	-0.04425131529569626	-0.017825569957494736
DCAF12L2	-0.04424595460295677	-0.02795935980975628
ANXA8	-0.04421499744057655	0.008892254903912544
SCGN	-0.044201187789440155	-0.017093952745199203
EVPL	-0.044181108474731445	-0.023607317358255386
STYK1	-0.04417794197797775	-0.029286209493875504
METTL7B	0.04417519271373749	0.003584920661523938
SYT14	0.04400385916233063	-0.006373247597366571
SLC6A14	-0.04392213374376297	-0.019115708768367767
SLCO1B1	-0.04380063712596893	0.04168098047375679
C4BPA	-0.04378930479288101	0.030377868562936783
GAL	-0.043753549456596375	0.011301839724183083
C6	-0.04374692589044571	0.06715017557144165
LOC389332	-0.04370006173849106	-0.04839957877993584
TM4SF4	-0.043669428676366806	0.02587069384753704
FGF9	-0.043629247695207596	-0.03839101269841194
TSPAN8	-0.04350201413035393	-0.01944204978644848
TMEM82	-0.04340304061770439	0.00900778453797102
CLEC2L	-0.043270692229270935	-0.026487203314900398
MMEL1	0.04319841042160988	-0.006817957852035761
GAL3ST3	0.04318390414118767	-0.07200539112091064
AQP2	-0.0430302768945694	0.0050925216637551785
SLC44A4	-0.04300839826464653	-0.014456861652433872
SPRR2D	-0.042959652841091156	-0.04488334804773331
HDC	-0.042918164283037186	-0.035231951624155045
LIN28B	-0.042889002710580826	0.036220159381628036
CST1	-0.04288685321807861	0.012545894831418991
SFTA3	0.04283202067017555	-0.09718793630599976
USH1G	-0.042752575129270554	-0.04118325188755989
LHX9	-0.04273290932178497	-0.012279802933335304
SLC22A12	-0.042651258409023285	0.014011718332767487
GC	-0.042645666748285294	0.00315467594191432
COL2A1	-0.042552150785923004	0.024672122672200203
SLC5A10	-0.042543791234493256	-0.02593032456934452
F11	-0.0425138846039772	-0.0013124323450028896
CLCA4	0.04248964786529541	-0.014090352691709995
FAM153A	-0.04246849939227104	-0.03271086886525154
ANXA8L2	-0.04235050827264786	0.014162786304950714
AQP4	0.04232006147503853	-0.01505498681217432
MS4A2	-0.0422290563583374	-0.03397921845316887
ATP13A5	0.042113710194826126	-0.00904742069542408
F2	-0.04208265617489815	0.03663930669426918
SALL1	0.041999150067567825	-0.015136525966227055
PART1	-0.04198497533798218	-0.012243892066180706
DPP10	0.04197445884346962	-0.02918401174247265
C5orf23	-0.04195909574627876	-0.013689879328012466
LRRK2	0.04177287966012955	-0.011209836229681969
ST6GALNAC5	-0.041749194264411926	0.032487064599990845
RIMS1	-0.041722264140844345	-0.02674686908721924
NGF	-0.04171374812722206	-0.005889995489269495
NTRK2	0.04162261262536049	-0.004361478611826897
CNTNAP4	0.041606299579143524	0.014373480342328548
EDN3	0.041579071432352066	0.01296139881014824
ERN2	-0.04157337546348572	-0.030177505686879158
CCDC68	-0.041566938161849976	-0.018267065286636353
ANKRD2	-0.041550636291503906	-0.015488657169044018
SLC15A2	0.041467778384685516	-0.04022616520524025
SOSTDC1	-0.041465967893600464	0.02189241163432598
C12orf27	-0.04134596139192581	-0.033637259155511856
PKHD1	-0.0412895604968071	0.025310710072517395
PLA2G4F	-0.04125472158193588	-0.06137848272919655
SERPINB13	-0.041242413222789764	-0.018688442185521126
NXPH2	-0.041180647909641266	-0.048192329704761505
CAPN8	-0.041178856045007706	0.0006270961021073163
MMP12	-0.041146863251924515	-0.010627798736095428
ST6GALNAC3	0.04101996868848801	0.01028729509562254
MOBP	0.041010335087776184	-0.0377870537340641
MME	-0.04099254682660103	-0.00824893917888403
KCNJ4	-0.040965400636196136	-0.005265694577246904
CCK	-0.040899623185396194	-0.07387465238571167
C5orf46	-0.040844254195690155	0.022024644538760185
FGF1	0.0408308170735836	0.0202084518969059
KRT16	-0.040769681334495544	0.0002182119496865198
NR0B2	-0.04071018099784851	-0.0025373981334269047
SPDEF	-0.040708623826503754	-0.021258322522044182
FBXL21	-0.04069971293210983	-0.0033257303293794394
FLJ40330	-0.04069005697965622	0.0008356685866601765
EGR4	-0.04068027809262276	-0.0007654483197256923
IGF2AS	-0.040579043328762054	0.03603532537817955
RGNEF	-0.04053211957216263	0.026196356862783432
AZGP1	-0.0405309684574604	0.053780872374773026
ZNF556	-0.040516629815101624	-0.04083343222737312
C19orf45	-0.040501274168491364	-0.0024162286426872015
CCL14-CCL15	-0.04049202799797058	-0.005546238273382187
C2orf65	0.040484387427568436	0.0036453483626246452
SYT7	-0.040484387427568436	0.01684870570898056
CD1B	-0.04046453908085823	0.0035104055423289537
UMODL1	-0.04042751342058182	-0.017671171575784683
RHCG	-0.04040609300136566	0.0013717887923121452
SIX2	-0.040387097746133804	-0.02962382137775421
C14orf180	-0.04037555307149887	0.06081153824925423
WNT11	-0.040323007851839066	0.004117771051824093
ZNF536	0.04029509425163269	-0.01938014104962349
MMP13	-0.04028167575597763	0.001867400947958231
MFSD2A	0.040277983993291855	-0.00699575524777174
C4BPB	-0.040270786732435226	0.016062067821621895
LCN2	-0.04023588448762894	0.007814656011760235
C1orf150	-0.04021810367703438	-0.05319521948695183
CPLX2	-0.04012149199843407	-0.03143172711133957
NPC1L1	-0.040010709315538406	0.010629253461956978
AQP7	-0.04000050574541092	0.045974407345056534
SLCO1C1	0.03999438136816025	-0.006913371384143829
DEFB1	-0.03989820182323456	-0.0044825440272688866
PAK7	-0.039896707981824875	-0.0006640040082857013
KRT8	-0.039843861013650894	-0.008813799358904362
ANKRD29	-0.0398174449801445	0.00799663458019495
KLK7	-0.03981249779462814	0.00015566771617159247
PRDM16	0.03981142118573189	-0.022570619359612465
OXGR1	-0.03973373770713806	-0.012283571064472198
SLC22A11	-0.03972794860601425	-0.006229969672858715
CYP2A6	-0.03966820612549782	0.08386516571044922
TRIM29	-0.03965055197477341	0.0027019591070711613
APOB	-0.039622094482183456	0.05688939616084099
SHANK2	-0.03961484134197235	0.0158252976834774
RNASE7	-0.039612285792827606	-0.0022238334640860558
OSR1	-0.03959691897034645	0.0005199657753109932
TBX4	-0.03950824961066246	-0.02177990972995758
CAMK1G	-0.039487916976213455	-0.011672747321426868
MSC	-0.03946875408291817	-0.004408844280987978
KRT75	-0.03943596035242081	-0.047296781092882156
CPB1	-0.03942438215017319	-0.0013976347399875522
CYP26A1	-0.03937365487217903	0.035044435411691666
MT1H	0.039349015802145004	-0.020628346130251884
GPC3	-0.03934837877750397	0.027894536033272743
PLA2G3	-0.03929854556918144	-0.021009722724556923
TPRXL	-0.039261750876903534	-0.004482420161366463
S100B	0.03921208158135414	0.05609036982059479
