	encoding 82	encoding 85
ARMC3	-0.03410467132925987	0.03730784356594086
UGT2B10	-0.03406243026256561	-0.012954753823578358
TUBA3E	-0.03384619951248169	0.006417216267436743
FOLH1B	-0.03363883122801781	-0.025365451350808144
UGT2B7	-0.03359077870845795	0.011225182563066483
TDRD1	-0.03353015333414078	-0.03515851870179176
KRT23	-0.033486828207969666	-0.006018368527293205
KLK8	-0.03311837464570999	-0.013408263213932514
FAM25A	-0.0330062210559845	-0.016418466344475746
PCDH11X	-0.03266933187842369	-0.04546823725104332
SLC28A1	-0.03251204639673233	-0.0033054701052606106
SPDEF	-0.03234615549445152	-0.029144229367375374
KLK2	-0.03231433779001236	-0.045292649418115616
KLK9	-0.032278966158628464	-0.0016645330470055342
PAEP	-0.0322408489882946	0.039126165211200714
SCGB1A1	-0.03224056214094162	-0.02725449576973915
ITIH5L	-0.032125771045684814	0.002469377825036645
PDX1	0.03208499774336815	0.011836265213787556
ACTL8	-0.03181746229529381	0.02611633576452732
TTC36	-0.03169398382306099	-0.03777913749217987
NKX2-1	0.03148797154426575	-0.04819055646657944
CXorf49B	-0.0313621386885643	0.028699984773993492
AZGP1	-0.03129936754703522	0.0029826669488102198
SCTR	0.03097624145448208	-0.024995997548103333
NLRP2	0.030866296961903572	0.0016212991904467344
NDP	-0.0308417696505785	-0.049766723066568375
DSC1	-0.030717123299837112	-0.03141319006681442
SPINK4	-0.03071458265185356	-0.028205348178744316
PRSS33	-0.030492408201098442	0.007845381274819374
CYP4Z2P	-0.030445454642176628	-0.052607450634241104
WDR49	-0.030400531366467476	-0.036514777690172195
FAM150A	0.030263632535934448	-0.0480659082531929
SLC13A2	-0.03023354895412922	-0.015437014400959015
TMEM213	-0.029979843646287918	-0.03012116067111492
KLK4	-0.029973039403557777	-0.03438805043697357
MAGEA3	-0.02972307987511158	-0.01469340268522501
RNF183	-0.029326697811484337	-0.02184158004820347
MAGEA4	-0.02925105206668377	0.023025384172797203
C1orf230	-0.029233187437057495	-0.0015145383076742291
CYP4A11	-0.0290824007242918	-0.030654968693852425
GCGR	0.028895758092403412	-0.06490860879421234
TUBA3D	-0.02883191965520382	0.014626199379563332
MOGAT2	-0.028804464265704155	-0.049166563898324966
SOX1	0.02870616689324379	0.06968647241592407
IL20	-0.028615763410925865	0.019985664635896683
SLC26A3	-0.028535479679703712	-0.0015542545588687062
PCA3	-0.028486046940088272	0.020118365064263344
GPR12	-0.028301021084189415	-0.05243072658777237
C1orf194	-0.028275184333324432	-0.008059090934693813
UGT2B15	-0.028168167918920517	-0.05785789340734482
UGT2B4	-0.028008466586470604	-0.06841689348220825
CA10	0.02797049470245838	-0.03846926987171173
MAGEA6	-0.02788100577890873	-0.014907259494066238
KIAA1210	-0.027792740613222122	-0.018555592745542526
THRSP	-0.02778022363781929	-0.054174210876226425
CHST4	-0.027750959619879723	-0.0355723612010479
CYP2A6	-0.02774519845843315	-0.073328398168087
CACNG1	-0.02771061845123768	-0.05143946781754494
CYP4Z1	-0.027469614520668983	-0.04172858968377113
ATP6V0A4	-0.027394235134124756	0.01003293227404356
SLC7A10	0.02736453153192997	-0.00515995966270566
KRT9	-0.027206696569919586	-0.015002616681158543
WT1	-0.027139093726873398	-0.0022971995640546083
C1orf186	-0.026994530111551285	0.007765717338770628
GJB1	-0.02697686105966568	0.008966932073235512
TFAP2B	-0.026963863521814346	-0.08441412448883057
GPC5	0.026959413662552834	-0.053907692432403564
FOXI1	-0.026920408010482788	-0.0472099706530571
PIK3C2G	-0.026848144829273224	-0.06096619367599487
ADIPOQ	-0.026793047785758972	0.0037184427492320538
UGT2B11	-0.026701312512159348	-0.039750836789608
C10orf81	-0.026623761281371117	-0.01232906710356474
ADH4	-0.02659597620368004	-0.04294109344482422
SERPINA6	-0.026550328359007835	-0.004088547080755234
PART1	-0.02646491676568985	-0.05610702931880951
HEPN1	-0.02629786916077137	-0.061491720378398895
PGLYRP2	-0.026252999901771545	-0.0643979012966156
ZIC1	-0.026031048968434334	-0.05073635280132294
ANKRD30B	-0.02602052129805088	0.009401733055710793
FAM181A	-0.025823060423135757	-0.07903134077787399
NKX2-3	0.02548222616314888	-0.02245798520743847
VTCN1	-0.025380583480000496	-0.031228508800268173
ORM1	-0.02535182423889637	-0.05052220821380615
S100A7A	-0.025192435830831528	0.01937517337501049
TUBAL3	-0.025057394057512283	-0.0021789611782878637
RP1	-0.024991493672132492	0.016132911667227745
POU3F3	0.02492133341729641	0.026499703526496887
NOX5	-0.024865983054041862	0.024617327377200127
BBOX1	-0.024707918986678123	-0.021966448053717613
C10orf99	-0.02452145703136921	0.053271736949682236
TRPM8	-0.024514565244317055	-0.00406579440459609
C1orf168	-0.024410059675574303	-0.06347045302391052
LOC121838	-0.024326805025339127	-0.03908402472734451
C20orf85	-0.024160631000995636	-0.02386118844151497
KLK6	-0.024098869413137436	-0.009426605887711048
NXNL2	-0.02407156676054001	9.319781383965164e-05
C5orf27	-0.024049948900938034	-0.03494493290781975
TMEM132D	0.024033470079302788	0.013952349312603474
MGAT4C	0.02402772568166256	-0.09022687375545502
SLITRK1	-0.023897860199213028	-0.017028087750077248
DSG1	-0.023847872391343117	-0.00670164218172431
F2	-0.023729383945465088	-0.03609398007392883
C19orf45	-0.02369566075503826	-0.03695444017648697
LOC642587	-0.02366081438958645	-0.01763414777815342
S100A7	-0.023600978776812553	0.01181234885007143
PCP2	-0.023594997823238373	-0.03290209919214249
CASR	0.023538826033473015	-0.023918095976114273
SFTA3	0.02347368374466896	-0.021014563739299774
ANXA13	-0.023406419903039932	0.04412278160452843
MMEL1	-0.023346738889813423	-0.00818328931927681
COL19A1	0.023179369047284126	0.0003596266033127904
GBA3	-0.023169854655861855	0.019505789503455162
PON1	-0.023099882528185844	-0.05753329396247864
LOC285733	-0.022964095696806908	0.015981875360012054
ADCYAP1R1	-0.022868908941745758	-0.08205729722976685
CYP4F2	-0.022861963137984276	-0.05149243399500847
GLYATL2	-0.02285470813512802	-0.021210145205259323
CABP4	-0.02272402122616768	-0.02820664271712303
PTPN20B	-0.022598639130592346	-0.007138734683394432
PSG4	-0.022481754422187805	-0.0024890624918043613
LOC728606	-0.0224384106695652	-0.03042798489332199
C9orf152	-0.02241980843245983	-0.031727805733680725
ROPN1	-0.02238764427602291	-0.010419529862701893
SERPINA5	-0.022310620173811913	-0.030561262741684914
SOX10	-0.022306151688098907	0.03900935873389244
SNTN	-0.022261884063482285	-0.02046557515859604
LGI3	0.02224469743669033	-0.0038315083365887403
GLOD5	-0.022215910255908966	-0.028742773458361626
SERPINA4	-0.022213317453861237	-0.03430117666721344
TRDN	-0.022179199382662773	-0.02664530836045742
HPR	-0.022168392315506935	-0.06268424540758133
CLEC3A	-0.022122697904706	-0.032139137387275696
GLYAT	-0.022114725783467293	0.027050133794546127
DNAI1	-0.02210685797035694	-0.00894511491060257
DIO1	-0.021915512159466743	-0.0479763001203537
VIT	-0.02190413884818554	-0.03436336666345596
SNX31	-0.02179339900612831	-0.05247340723872185
C8B	-0.021652044728398323	-0.08206743001937866
KRT14	-0.021624695509672165	0.007192665711045265
BMP3	0.02161286026239395	-0.034725382924079895
PRAC	0.021606624126434326	-0.034788213670253754
C21orf29	0.0215926356613636	-0.028965309262275696
IGFBP1	-0.02157563529908657	-0.04390452057123184
KLK7	-0.021567976102232933	-0.019874710589647293
ZNF556	-0.021504471078515053	-0.007422018330544233
CIDEA	-0.02147565223276615	-0.009568294510245323
DPYSL5	0.02138247899711132	-0.041140612214803696
GABRP	-0.02136518806219101	-0.0035909595899283886
APOA2	-0.02135869860649109	-0.015651587396860123
FAM81B	-0.021302737295627594	-0.00475970096886158
HPD	-0.02126920223236084	-0.02511575073003769
NRAP	-0.021198434755206108	-0.04198601841926575
SLC12A1	-0.02118917927145958	-0.025138307362794876
LOC100124692	-0.021148163825273514	0.047836147248744965
C6orf15	-0.021126670762896538	-0.015462411567568779
CIDEC	-0.021114621311426163	0.03542084991931915
BARX1	0.02106398157775402	-0.03580186516046524
INA	0.020943274721503258	-0.05168309062719345
C5orf46	-0.0209353044629097	-0.018983805552124977
KIF1A	0.02089538984000683	-0.0521591491997242
TMEM84	-0.020894233137369156	-0.018534086644649506
SRD5A2	-0.020882565528154373	-0.029540587216615677
MOG	-0.02087228186428547	0.0019291200442239642
APOH	-0.020764386281371117	-0.014818932861089706
MAGEA2	-0.020706625655293465	-0.012779095210134983
HP	-0.020704396069049835	-0.05412062630057335
SYT14	0.02068377286195755	0.005202825181186199
ESR1	-0.02064424566924572	-0.024537404999136925
MAGEA1	-0.020640257745981216	-0.05451901629567146
SVOPL	-0.0206169243901968	-0.04516918957233429
GPAT2	-0.02061672881245613	-0.01959165185689926
CCDC160	-0.020559214055538177	-0.04511699080467224
ELFN2	0.020544061437249184	0.04415617883205414
NEK5	-0.020541373640298843	0.02174961008131504
TYR	-0.02051888033747673	0.04430682584643364
STAC2	-0.02050538919866085	-0.042433131486177444
SCAND3	0.02043440379202366	-0.010435651987791061
PTH2R	-0.02042999491095543	-0.0004326297785155475
MAGEA11	-0.02039562538266182	0.01735672913491726
TPRXL	-0.0203589778393507	-0.020143048837780952
C4BPB	-0.020317215472459793	-0.04106331244111061
LEMD1	-0.020251065492630005	0.01302425842732191
SLC5A1	-0.020235437899827957	0.0186908058822155
LOC100144604	-0.020226653665304184	-0.0768999457359314
LOC100188947	-0.020096035674214363	0.02691804990172386
SLC34A2	-0.02007121406495571	-0.02170575223863125
PRND	-0.02004743367433548	-0.039211954921483994
LIMS3	-0.019992245361208916	-0.02275315672159195
MUC16	-0.019971899688243866	-0.004305555485188961
CALML3	-0.019960831850767136	-0.004400771576911211
LDHC	-0.01984451711177826	-0.021251749247312546
PSORS1C2	-0.01980862207710743	-0.0017037178622558713
SPRR2D	0.019786210730671883	-0.0034393768291920424
GLYATL1	-0.019778955727815628	0.00017575777019374073
TTPA	-0.01974727027118206	-0.0497068352997303
STMN4	-0.019705792888998985	-0.06247671693563461
TGM5	-0.019700700417160988	-0.01705961860716343
KRTDAP	-0.01964607462286949	0.009907687082886696
STON1-GTF2A1L	-0.019640084356069565	-0.01542374026030302
CTAG1B	-0.019634397700428963	-0.020405683666467667
CBLN4	-0.019626667723059654	-0.028541306033730507
TMEM151A	0.019586659967899323	-0.009539567865431309
SLC18A3	0.019584836438298225	-0.04834508150815964
RSPO2	0.019534433260560036	-0.029469948261976242
AGR3	-0.019520370289683342	-0.007595227099955082
PLAC4	-0.019508542492985725	0.03448399528861046
ELF5	-0.019481852650642395	-0.05999525636434555
ARHGAP36	0.019446833059191704	-0.04426100105047226
ZIC4	-0.01937110908329487	-0.05022643133997917
TMEM59L	0.019352208822965622	-0.04392244666814804
PADI3	-0.01934150978922844	0.005779020953923464
PPAN-P2RY11	-0.019321488216519356	-0.016075575724244118
GRIA2	-0.019217420369386673	-0.08606036752462387
FBN2	0.01919456571340561	0.003678967710584402
PKD1L2	-0.019194062799215317	-0.028316520154476166
FABP7	-0.019190428778529167	0.03148655965924263
TREH	-0.019154366105794907	-0.019786886870861053
BMP2	0.019136542454361916	0.003606092417612672
NR0B2	0.019135432317852974	-0.025890037417411804
PSAPL1	0.019104594364762306	-0.055005088448524475
APOA1	-0.01907007209956646	-0.04466269537806511
LOC440173	0.019061138853430748	0.04030674323439598
ABCC11	-0.01904621161520481	-0.00916184764355421
UGT1A6	0.01904471032321453	-0.020718472078442574
ALDH3B2	-0.01899697259068489	-0.002465578494593501
EYA4	0.01899581030011177	-0.012309268116950989
ST8SIA6	-0.018974507227540016	0.023000843822956085
SLC7A3	-0.01897326484322548	-0.057264603674411774
KLK14	-0.018955517560243607	-0.011392907239496708
SMYD1	-0.01892981305718422	-0.009320843033492565
ARL14	0.018923267722129822	-0.026052383705973625
PCK1	-0.01890481635928154	0.02100626938045025
CAPN9	-0.018826918676495552	-0.05609673261642456
APOC3	-0.01881226897239685	-0.02646014653146267
SLC5A12	-0.018804656341671944	0.010091438889503479
MYB	-0.018793608993291855	0.009410196915268898
HS6ST2	0.01878485083580017	-0.025679878890514374
ACTL6B	-0.01878250017762184	-0.06429534405469894
UMODL1	-0.018744444474577904	-0.004951030947268009
BTBD17	0.01873120106756687	-0.03007645718753338
GPR81	-0.018707092851400375	-0.0065965959802269936
ITIH2	-0.018594931811094284	-0.05188995972275734
POU5F1	-0.018588252365589142	0.014401518739759922
HOXA7	0.018575681373476982	0.005100997164845467
LECT1	0.018561359494924545	-0.00674017146229744
NPY	0.01855711080133915	-0.05133499205112457
TEKT1	-0.018528928980231285	-0.041124362498521805
KBTBD12	-0.018522270023822784	-0.03674867004156113
SOX17	-0.01845521293580532	-0.024685021489858627
ESRP1	-0.018435318022966385	0.008759417571127415
CYP8B1	-0.01843280717730522	-0.030265793204307556
A2ML1	-0.018403351306915283	-0.025942346081137657
CYP2C18	0.018382666632533073	-0.05573989450931549
GPR115	0.018362509086728096	0.01001907978206873
MYBPC1	-0.018329666927456856	-0.05597035959362984
HRASLS2	-0.018315622583031654	-0.004114129114896059
KHDC1L	-0.018315253779292107	-0.018531745299696922
CPB1	-0.018295779824256897	-0.07030182331800461
CCL24	-0.018268899992108345	-0.0055299680680036545
DMRTA2	0.018265973776578903	-0.030944114550948143
CRLF1	0.01824784092605114	-0.030099062249064445
SLC30A2	-0.018231946974992752	-0.011278636753559113
GTSF1	-0.018202798441052437	-0.007907461374998093
CCDC60	-0.018201835453510284	-0.048427946865558624
AFP	-0.018157023936510086	-0.04843840375542641
C1orf61	-0.018147092312574387	-0.03274449706077576
AR	-0.01813799887895584	-0.045291513204574585
FAM135B	-0.018134690821170807	-0.02095697820186615
MOGAT3	-0.01811625063419342	0.06662919372320175
FRMPD2	-0.018113544210791588	-0.01537319179624319
LOC339535	-0.018084129318594933	-0.03543546795845032
HOXA13	0.018078317865729332	0.010604757815599442
OVOL2	-0.018062110990285873	-0.03217098116874695
ITIH1	-0.01804913394153118	-0.07746858149766922
KCNB1	-0.018000157549977303	-0.01997102051973343
LRP2	-0.017970362678170204	0.02977300062775612
HAO2	-0.017959656193852425	-0.004250978119671345
LOC389493	-0.017955143004655838	-0.11511266231536865
C8orf46	-0.01787526346743107	-0.0018720164662227035
MB	-0.017826037481427193	-0.05137927830219269
CSAG2	-0.017786236479878426	0.0008040821994654834
KRT31	-0.017769044265151024	-0.0023935064673423767
KCNJ12	0.01775360479950905	-0.008788537234067917
C4orf47	-0.017749600112438202	-0.009375044144690037
PRRT4	0.01769712008535862	-0.0003981019835919142
SLC8A3	0.017677033320069313	-0.02169116400182247
CHRNA2	-0.017658540979027748	-0.010407359339296818
VWA3A	-0.017611978575587273	-0.0387059710919857
ALB	-0.017558148130774498	-0.05325344204902649
FAM163A	0.017541998997330666	0.01181812770664692
SLC9A3	0.017506038770079613	0.03234846517443657
RERGL	-0.017496470361948013	-0.02697690576314926
FAM183A	-0.01742863468825817	0.0008247368969023228
FEZF1	0.01742566004395485	-0.021749624982476234
ACMSD	-0.017408592626452446	0.014188231900334358
KCNQ2	0.017364688217639923	-0.017079543322324753
CD164L2	-0.01726769469678402	-0.00876324437558651
HEPACAM	-0.01725275255739689	-0.056897908449172974
SPATA17	-0.01721128076314926	-0.0023350936826318502
TFF2	-0.017210491001605988	-0.019647225737571716
UPK1B	-0.0171677153557539	-0.01924693025648594
MSMB	-0.01715696044266224	-0.06226152554154396
RTBDN	-0.01713218167424202	-0.026644032448530197
LOC254559	-0.017123520374298096	-0.03484116867184639
SVOP	-0.017113041132688522	-0.019520588219165802
C2orf82	-0.017076972872018814	-0.011546485126018524
GSTA2	-0.017017511650919914	-0.027557972818613052
CPLX3	-0.016964491456747055	-0.04307480528950691
MAEL	-0.01693142019212246	0.001115191844291985
RNF186	-0.016908135265111923	0.028822164982557297
LOC654433	-0.016833452507853508	0.0021177330054342747
IGF2BP1	0.016807615756988525	0.013917050324380398
DAPL1	-0.01680544950067997	-0.0406515933573246
SULT1E1	0.016792114824056625	-0.022263653576374054
HGD	-0.016775459051132202	-0.025081612169742584
CACNA1B	0.016754623502492905	-0.04652709513902664
HFE2	-0.016741769388318062	-0.02725297585129738
CYP3A4	-0.016738492995500565	-0.03761032596230507
LPPR3	-0.016729986295104027	-0.021365368738770485
DSCAM	-0.016724875196814537	0.012704280205070972
CDX2	0.01671397127211094	0.04279107600450516
SPEF1	-0.01668223924934864	-0.0056095910258591175
ABO	0.016681121662259102	-0.0018966045463457704
GDPD2	-0.01667706109583378	-0.024707263335585594
SPOCK3	0.016674641519784927	-0.05425388738512993
FAM184B	-0.016621695831418037	-0.0019502589711919427
SLC23A1	-0.0166159700602293	-0.010118351317942142
STK33	0.016578856855630875	-0.02390887774527073
SHISA3	0.016572197899222374	-0.03617126867175102
UPP2	-0.016559923067688942	-0.022481273859739304
HRASLS5	-0.01652578078210354	-0.026646176353096962
SERPINA3	-0.0165050458163023	-0.024169644340872765
TG	0.01644418016076088	-0.007809412200003862
ROPN1B	-0.016435569152235985	-0.028600206598639488
DYDC2	-0.01641911268234253	-0.047589872032403946
EMX2	-0.0163582693785429	-0.012004267424345016
CSAG1	-0.016348620876669884	-0.009684096090495586
CLEC18C	-0.01634291000664234	-0.01514185406267643
AP1M2	-0.016333287581801414	-0.014344505965709686
HMGA2	0.0163309033960104	0.03160279244184494
CNTNAP4	-0.01632669009268284	-0.03431074693799019
AKR7A3	-0.016292281448841095	0.002409976441413164
CA8	-0.01628856733441353	-0.027017392218112946
WFDC12	-0.016252558678388596	0.012297305278480053
G6PC	-0.016244305297732353	-0.030423693358898163
GYG2	0.016236623749136925	0.00042743905214592814
GLP1R	0.01620529405772686	-0.017370887100696564
HPCAL4	0.016199035570025444	-0.007740239147096872
TMEM82	-0.01617758348584175	0.019876593723893166
ISL2	0.016161656007170677	-0.018588874489068985
LOC154822	-0.01611744984984398	0.0011848547728732228
DEFB1	-0.016111761331558228	-0.0036203525960445404
SLC30A3	0.016108738258481026	-0.03993136063218117
DNASE2B	-0.016091812402009964	-0.016628868877887726
PAQR9	0.016079967841506004	-0.012899870984256268
CYP2W1	0.016051264479756355	-0.004435827489942312
RSPO4	0.016016284003853798	0.00833686999976635
CCDC19	-0.015996210277080536	-0.0002016442158492282
PHACTR3	0.015994688495993614	-0.005601879209280014
SCN9A	0.015971511602401733	-0.030839169397950172
GPRIN2	0.01592719368636608	0.012590515427291393
ZNF541	-0.01589890755712986	-0.03416968137025833
CPB2	-0.01587514951825142	-0.036417167633771896
MAGEA12	-0.015841545537114143	-0.020914340391755104
PTPRT	-0.015804588794708252	-0.0776236355304718
FLRT3	0.015800466760993004	-5.610276639345102e-05
ITLN2	-0.015787603333592415	-0.018282515928149223
C1orf161	0.01578391343355179	-0.020460087805986404
SERPINA10	-0.015772802755236626	-0.011930188164114952
BARX2	-0.015744728967547417	0.029245620593428612
ABCB5	-0.015728913247585297	0.009171564131975174
SERPINB3	0.015715904533863068	0.00088796007912606
PROM1	-0.015686405822634697	0.027118349447846413
CHRNA7	0.015682317316532135	-1.2889007848571055e-05
CATSPERB	-0.01566072180867195	0.005643198266625404
KLK12	-0.015633467584848404	-0.027217956259846687
ATP13A5	-0.01563218981027603	-0.07313559204339981
NPM2	0.01562594436109066	-0.000172568135894835
DQX1	0.015621945261955261	-0.030021581798791885
SERPINB4	0.015615914948284626	-0.0071301767602562904
HPN	-0.015605608932673931	-0.026971058920025826
REG4	-0.015591710805892944	-0.016111258417367935
CTAG2	-0.015565726906061172	0.00611457834020257
ERBB4	-0.015548866242170334	-0.060725726187229156
NKX2-5	0.015544437803328037	-0.03197173401713371
NPHS1	0.015543438494205475	-0.008415606804192066
KRT4	-0.015534422360360622	0.00873279757797718
KCND2	-0.01551603153347969	-0.05377400293946266
TP53AIP1	-0.015510473400354385	-0.010280413553118706
CLCA4	-0.015502464026212692	0.008279087021946907
IRX1	-0.015502307564020157	-0.011933292262256145
UBXN10	-0.015483344905078411	0.018648888915777206
HPX	-0.015477418899536133	-0.03800439089536667
NLGN4X	-0.015453237108886242	-0.04641495272517204
C9orf125	0.015404781326651573	-0.012294701300561428
IVL	0.015403961762785912	-0.011172305792570114
TDGF1	-0.015384088270366192	-0.040075309574604034
C1orf150	-0.015374545007944107	0.0017146228346973658
TLL2	0.015352346934378147	-0.007426373660564423
SORCS1	0.01532287709414959	-0.018136607483029366
FLRT1	0.015301254577934742	0.0015465167816728354
TPSD1	-0.015290343202650547	-0.004831697791814804
DUOXA2	0.015279969200491905	-0.01546667143702507
TRHDE	0.015233492478728294	0.028415367007255554
LOC647946	-0.015228452160954475	-0.01961888186633587
UPK3A	-0.015220236964523792	-0.037055280059576035
CTNND2	-0.015198170207440853	-0.08105599135160446
CRABP1	-0.015183248557150364	-0.044083256274461746
MKRN3	-0.01516732294112444	0.0027764076367020607
SLC10A4	0.015141846612095833	-0.019424857571721077
KCNF1	-0.015087852254509926	0.007949274964630604
POU5F1B	-0.015085834078490734	0.009785261936485767
MAP7D2	0.015082391910254955	-0.0069990684278309345
CHRNA4	0.015074847266077995	-0.07106401771306992
DLGAP1	-0.015038318000733852	-0.04437088966369629
CCND2	0.01503327488899231	0.02763826586306095
FAM198A	-0.015031054615974426	-0.04986095428466797
SLC17A4	-0.01502129714936018	0.03514073044061661
CCL25	-0.01501777209341526	0.00495057413354516
KRT7	-0.015016976743936539	-0.022946733981370926
AQP2	-0.015014705248177052	-0.026018938049674034
KCNJ15	0.015001247636973858	0.0028236007783561945
TACR1	-0.014992564916610718	-0.028872648254036903
SYT9	0.014988267794251442	-0.03506244719028473
CASC1	-0.014969991520047188	-0.011314768344163895
PNPLA3	-0.014964125119149685	-0.03580430522561073
CP	-0.014963344670832157	-0.0414590947329998
RSPO1	-0.014949471689760685	-0.05925998091697693
CTNNA2	-0.014942267909646034	-0.06093417853116989
WISP2	-0.014923878945410252	-0.004370775539427996
C21orf88	-0.014915022999048233	-0.041440270841121674
DNALI1	-0.014904684387147427	-0.018445855006575584
SPAG6	0.014901628717780113	0.001928819576278329
DMRT2	0.014900167472660542	-0.026841141283512115
PCBP3	0.01490000169724226	-0.013247866183519363
ANKS4B	-0.014879475347697735	0.030068127438426018
TRIM54	-0.014878995716571808	-0.01168306265026331
OXGR1	-0.014872712083160877	-0.03535017743706703
PGLYRP3	0.014864497818052769	-0.005248280707746744
LIN28B	-0.014840810559689999	-0.01362602785229683
GLB1L3	0.014833925291895866	-0.038088951259851456
PAH	-0.01479368843138218	-0.031286630779504776
TNNT1	-0.014777704142034054	-0.015420676209032536
CHIA	-0.014733712188899517	-0.06335191428661346
HMX1	0.014710634015500546	-0.06816644221544266
NRK	0.014665091410279274	-0.052041321992874146
TFAP2C	-0.0146575216203928	-0.01229510735720396
EPHA5	0.01465668436139822	-0.02053123340010643
KRT6B	-0.014647458679974079	0.003218410536646843
HORMAD1	-0.014644659124314785	0.015995606780052185
B3GAT1	0.014611647464334965	-0.010898798704147339
CHI3L2	-0.014611506834626198	-0.029163680970668793
ACSM1	-0.014601342380046844	-0.032269541174173355
ANKFN1	-0.014557147398591042	-0.04055439680814743
CHRM1	-0.014546362683176994	-0.005013036075979471
CYP1A2	-0.014539867639541626	-0.07712256908416748
UNC5A	-0.014516839757561684	-0.005041205324232578
SLC30A8	-0.014497079886496067	-0.011372016742825508
GALNT9	0.014476759359240532	-0.012974783778190613
WNT11	0.014468587003648281	-0.001797347329556942
DRD2	-0.014446296729147434	-0.0032734249252825975
NEFL	0.014435706660151482	0.00041767110815271735
SRMS	-0.014429504983127117	-0.040497440844774246
KNDC1	0.014425004832446575	0.005227063782513142
BNC1	0.014389936812222004	-0.002886411501094699
SAA1	-0.014370103366672993	-0.0012372799683362246
BIRC7	0.014325837604701519	0.015863336622714996
CST4	-0.01432511955499649	-0.004094438627362251
C8orf85	-0.014321614056825638	-0.03637728840112686
ART3	-0.0143114710226655	0.030154110863804817
SEZ6	-0.014295728877186775	-0.031447410583496094
KIRREL2	0.014295674860477448	-0.03601430356502533
SERPINC1	-0.014294619672000408	-0.052702274173498154
OR51E2	-0.014280605129897594	-0.0059230937622487545
MUC6	-0.014278775081038475	-0.008549533784389496
PIWIL2	-0.014275659807026386	0.0014410451985895634
ST3GAL5	0.014264378696680069	-0.01134161651134491
IGSF5	-0.014255902729928493	-0.03401493281126022
C6orf222	0.014230029657483101	-0.01722404547035694
UGT3A1	0.014200052246451378	-0.0013819154119119048
SYNPO2L	-0.01417431328445673	-0.008079281076788902
PLA2G5	-0.014142006635665894	-0.04192361980676651
KAL1	0.014125015586614609	-0.029887672513723373
CDKL2	0.014119266532361507	0.02393757365643978
TERT	-0.014117172919213772	-0.0059025101363658905
AK5	-0.014115835539996624	-0.010545119643211365
FBXL21	0.014100880362093449	0.005991518963128328
DUOX2	0.014079524204134941	-0.010973865166306496
CHRNB4	0.01407329086214304	-0.03269026055932045
FAM178B	-0.014071470126509666	-0.0062546334229409695
CLCN4	0.01406062114983797	-0.006902642082422972
ST8SIA3	0.014059346169233322	-0.050792161375284195
